SR_PARSED_PRICE,COMP_TITLE_LENGTH,COMP_DESCRIPTION_LENGTH,COMP_VIDEO_COUNT,COMP_IMG_COUNT,COMP_HAS_RICH_CONTENT,RETAIL_SALES_VALUE,SEARCH_TERM_IN_NAME,SEARCH_TERM_IN_DESC,SEARCH_TERM_COUNT_IN_NAME,SEARCH_TERM_COUNT_IN_DESC,SEARCH_TERM_FW_POS_IN_TITLE,Retailer_Margin,HOLIDAY_FLAG,FB_FEEDBACK_COMMENT_COUNT,FB_FEEDBACK_AVG_RATING,AV_OOS_AVAILABLE,AV_OOS_OOS,GROWTH_16_WEEK
1.25,22,199,0,1,0,20210.1,0,1,0,1,0,0.387873279,1,4,4,1,0,0.053191706
1.25,36,182,0,4,0,3178.75,0,0,0,0,0,0.39126597,0,1,5,1,0,0.074006369
3.6,26,353,0,1,0,8208,1,1,1,2,3,0.353973214,0,4,4,1,0,0.08607786
1.25,24,220,0,1,0,11921.25,0,0,0,0,0,0.331489108,0,6,4.8,1,0,0.060650735
1.5,25,560,0,1,0,3622.8,0,0,0,0,4,0,0,5,3.4,1,0,0.054062861
3.5,30,110,0,1,0,89202,1,0,1,0,2,0.421809021,1,2,5,1,0,0.212237949
0.99,26,182,0,1,0,1148.4,1,1,1,2,3,-1.327389854,0,6,3.8,1,0,0.054680573
1.65,33,384,0,1,0,12315.3,1,0,1,0,3,0.425624522,0,103,4.8,1,0,0.058606728
1.35,33,95,0,1,0,3064.2,0,0,0,0,3,0.432740193,1,5,4.6,1,0,0.121146986
0.99,26,182,0,1,0,1309.77,1,1,1,2,3,0.083817158,0,7,4,1,0,0.068698222
1.35,27,203,0,1,0,4376.4,0,0,0,0,2,0.285044277,0,4,4,1,0,0.054274687
1.65,33,271,0,1,0,6595,1,0,1,0,3,0.571605475,0,103,4.8,1,0,0.151929206
3.5,34,274,0,1,0,14895.02,1,0,0,0,3,0.365469284,1,92,4.6,1,0,0.13522135
2.99,26,247,0,1,0,8056.53,1,1,1,2,3,0.422468969,0,4,4,1,0,0.033456636
1.25,18,441,0,1,0,109132.5,0,1,0,1,0,0.430002271,0,4,3,1,0,0.085091951
0.99,26,182,0,1,0,2704.68,1,1,1,2,3,0.499464084,0,6,3.8,1,0,0.033632526
1.99,33,244,0,1,0,9181.65,0,0,0,0,0,0.301087447,0,3,2.7,1,0,0.118728446
1.25,24,220,0,1,0,13302.5,0,0,0,0,0,0.215313075,1,6,4.8,1,0,0.050224407
1.35,33,95,0,1,0,2615.4,0,0,0,0,3,0.221284257,0,1,5,1,0,0.057343897
1.99,36,308,0,1,0,17057.78,1,1,1,4,2,0.423538504,0,2,4,1,0,0.091644969
1.99,33,244,0,1,0,9741.45,0,0,0,0,4,0.328725773,1,3,2.7,1,0,0.053622984
1.25,28,101,0,3,0,3210,0,0,0,0,4,0.43797841,0,3,3,1,0,0.065941688
1.8,30,246,0,1,0,13349.88,1,0,1,0,3,0.435414023,1,3,5,1,0,0.200704188
1.99,36,308,0,1,0,14032.15,0,0,0,0,2,0.281478551,1,2,4,1,0,0.069084347
1.65,48,197,0,1,0,28344.7,1,1,1,1,3,0.443611754,0,6,4.2,1,0,0.056933148
3.5,26,247,0,1,0,28254.16,1,1,1,1,2,0.586423471,0,4,4,1,0,0.067608517
1.99,33,244,0,1,0,7984.75,0,0,0,0,0,-0.04584508,0,3,2.7,1,0,0.064304669
3,26,109,0,3,0,3055.49,1,0,1,0,2,0.552225497,1,1,5,1,0,0.021061842
3.5,31,98,0,1,0,5936.5,0,0,0,0,4,0.328340112,0,6,4.3,1,0,0.023440262
1.25,22,199,0,1,0,20210.1,0,0,0,0,0,0.387873279,1,4,4,1,0,0.053191706
5,38,230,0,1,0,7171,0,0,0,0,5,0.425543692,1,123,4.6,1,0,0.063282629
2,30,324,0,1,0,5382.8,1,0,1,0,3,0.399528722,0,6,4.3,1,0,0.04091596
2,49,199,0,1,0,3578,1,0,1,0,2,0.449416813,0,5,4.2,1,0,0.072950083
0.99,33,156,0,1,0,1573.11,1,0,1,0,3,0.340891134,0,6,5,1,0,0.061541959
1.25,33,433,0,1,0,9183.2,1,0,1,0,3,0.388473305,0,5,5,1,0,0.032753531
1.25,18,159,0,3,0,24288,0,0,0,0,0,0.443106462,0,3,2.3,1,0,0.055947847
1.99,33,244,0,1,0,6991.98,0,0,0,0,0,0.411098746,0,3,2.7,1,0,0.058004121
3.5,59,312,0,1,0,13361.5,1,0,1,0,3,0.406036673,1,11,4.9,1,0,0.01800505
1.35,29,433,0,1,0,11948.85,0,0,0,0,0,0.361563334,1,4,5,1,0,0.073859784
2.5,49,199,0,1,0,11791.95,1,0,1,0,3,0.431577659,0,5,4.2,1,0,0.048354134
1.35,37,334,0,1,0,6156.45,0,0,0,0,3,0.545515624,1,2,4.5,1,0,0.053752016
1.5,33,433,0,1,0,11024.1,0,0,0,0,3,0.3789964,0,5,5,1,0,0.051363502
5,17,111,0,1,0,2144,0,0,0,0,0,0.405705838,0,11,1.5,1,0,0.014430577
1.35,27,186,0,1,0,3954.9,0,0,0,0,2,0.41838006,0,4,4,1,0,0.053512934
5,38,325,0,4,0,3419,0,0,0,0,5,0.386574596,0,122,4.6,1,0,0.009197131
1.99,33,244,0,1,0,7703.32,0,0,0,0,4,0.247057866,1,3,2.7,1,0,0.063574418
1.99,33,203,0,1,0,4138.28,0,0,0,0,2,0.272781019,1,1,5,1,0,0.069902671
2,48,108,0,5,0,2756,1,0,0,0,4,0.366471287,1,32,4.4,1,0,0.150474208
3.5,49,110,0,1,0,6111,0,0,0,0,2,0.441536236,0,7,5,1,0,0.025809612
2,47,88,0,1,0,5305.73,0,0,0,0,3,0.356207511,0,3,2.7,1,0,0.09104691
3.5,49,110,0,1,0,6942,0,0,0,0,2,0.410684774,1,7,5,1,0,0.018480217
1.25,22,199,0,1,0,21906.3,0,1,0,1,0,0.443248769,0,4,4,1,0,0.063535975
1.25,36,182,0,4,0,3042,0,0,0,0,3,0.411846201,0,1,5,1,0,0.069299831
1.35,36,180,0,1,0,4653.9,0,0,0,0,3,0.38954923,1,3,5,1,0,0.082958351
3,24,110,0,1,0,9779,0,1,0,2,0,0.40960529,0,71,4.7,1,0,0.012368921
3,31,96,0,3,0,0,0,0,0,0,3,0,1,4,4,1,0,
2.25,33,244,0,1,0,7725.05,0,0,0,0,4,0.35604021,1,3,2.7,1,0,0.030166543
1.35,33,95,0,1,0,7156.5,0,0,0,0,3,0.409472229,1,5,4.6,1,0,0.059265945
2.2,31,96,0,3,0,0,1,0,1,0,3,0,0,4,4,1,0,
1.25,22,199,0,1,0,18787.9,0,0,0,0,0,0.457912025,0,4,4,1,0,0.036577283
1.8,30,246,0,1,0,11040.3,1,1,1,2,3,0.445886014,0,2,5,1,0,0.093126841
0.99,33,156,0,1,0,2820.84,1,1,1,2,2,0.376288426,1,6,5,1,0,0.081198563
1.25,44,87,0,4,0,887.5,1,0,0,0,3,0.444980168,0,1,5,1,0,0.073073284
1.8,30,246,0,1,0,6890.49,1,1,1,1,2,0.469322729,0,2,5,1,0,0.03209435
3.5,26,102,0,1,0,4426.2,1,0,1,0,3,0.170082541,1,5,4.4,1,0,0.032450034
1.35,33,433,0,1,0,3850.05,1,0,1,0,3,0.555017399,0,4,5,1,0,0.05098365
1.8,30,246,0,1,0,10886.3,1,0,1,0,3,0.405913014,0,4,5,1,0,0.024394486
1.25,42,94,0,1,0,9296,0,0,0,0,5,0.390956166,0,68,4.4,1,0,0.069710628
1.5,33,384,0,1,0,4314.24,1,1,1,2,3,0.311873551,0,102,4.8,1,0,0.030056884
3,31,96,0,3,0,0,1,0,1,0,3,0,1,4,4,1,0,
1.99,35,128,0,1,0,0,0,0,0,0,0,0,0,3,2.3,1,0,
2,47,106,0,1,0,1634.6,0,0,0,0,3,0.338852482,0,,,1,0,0.118568576
3.5,28,111,0,1,0,1701,0,0,0,0,2,0.474658121,0,1,3,1,0,0.344814815
2.25,47,88,0,1,0,5854.5,0,0,0,0,3,0.395230352,0,4,3.2,1,0,0.063964283
1.35,32,119,0,1,0,866.25,1,0,1,0,3,0.406308536,0,4,4,1,0,0.037193101
1.35,33,95,0,1,0,2827.6,0,0,0,0,3,0.416660185,0,6,4.7,1,0,0.039271196
5,38,190,0,1,0,1940,0,0,0,0,5,0.615711401,0,124,4.6,1,0,0.058002833
1.8,30,324,0,1,0,9806.55,0,0,0,0,3,0.423607451,0,4,5,1,0,0.052148192
1.65,33,271,0,1,0,5658,1,1,1,1,3,0.489002029,1,103,4.8,1,0,0.053186991
3.5,31,31,0,1,0,150.5,0,0,0,0,4,0.325754482,0,1,5,1,0,0
2,30,324,0,1,0,7405.5,1,0,1,0,3,0.448350917,0,7,4.4,1,0,0.058991546
1.5,36,92,0,1,0,4945.6,1,0,1,0,4,0.421073955,0,4,4,1,0,0.069283019
1.5,33,384,0,1,0,4368.16,1,0,1,0,3,0.251752411,0,102,4.8,1,0,0.0344767
3.5,31,98,0,1,0,2467.5,1,0,1,0,4,0.329668778,0,1,5,1,0,0.187626775
4,26,565,0,1,0,9373.8,1,1,1,3,3,0.608623466,1,5,4.2,1,0,0.052829788
1.25,29,360,0,1,0,11263.75,0,0,0,0,3,0.308220711,0,4,5,1,0,0.042763929
5,38,325,0,4,0,1903.1,0,0,0,0,5,0.629878802,0,121,4.6,1,0,0.181400264
1.25,27,203,0,1,0,4081.15,0,0,0,0,2,0.345890945,0,1,1,1,0,0.069388741
1.5,30,331,0,1,0,3508.8,1,1,1,2,2,0.546082457,1,6,4.7,1,0,0.08885895
3,18,101,0,3,0,6988,0,0,0,0,2,0.444931501,0,1,5,1,0,0.028431133
1.25,42,94,0,1,0,6468.8,0,0,0,0,5,0.384410276,1,68,4.4,1,0,0.069746713
3.5,26,247,0,1,0,30170.72,0,0,0,0,3,0.588725699,0,4,4,1,0,0.123833695
3,30,366,0,1,0,13101,0,0,0,0,2,0.577809742,0,13,3.7,1,0,0.121159753
3.5,30,110,0,1,0,1876,1,0,1,0,2,0.340207607,0,1,5,1,0,0.240850059
3.5,49,312,0,1,0,10284,1,0,0,0,4,0.14220143,1,9,4.9,1,0,0.044989013
1.35,42,74,0,1,0,14000,0,0,0,0,5,0.428476758,1,68,4.4,1,0,0.059014362
0.99,33,571,0,1,0,2386.89,1,0,1,0,3,0.331940359,0,6,5,1,0,0.033608911
3,24,109,0,1,0,4933.15,0,0,0,0,0,0.402633104,1,71,4.7,1,0,0.067520596
1.24,42,259,0,1,0,915.17,1,0,1,0,5,0,0,5,3.4,1,0,0.100684708
0.99,26,182,0,1,0,1396.89,0,0,0,0,0,0.521391248,0,8,4.1,1,0,0.054424922
1.25,33,95,0,1,0,1363.9,0,0,0,0,3,0.327468344,1,1,5,1,0,0.067603877
0.99,33,531,0,1,0,5584.75,1,1,1,2,3,0,0,4,3,1,0,0.041134548
1.25,22,199,0,1,0,22556.5,0,1,0,1,0,0.429326009,0,5,4,1,0,0.042521987
1.25,25,110,0,1,0,10051,0,0,0,0,4,0,1,1,1,1,0,0.064834842
1,35,342,0,1,0,3642,0,0,0,0,0,0,0,4,4,1,0,0.080271586
1.25,22,199,0,1,0,22556.5,0,1,0,1,0,0.429326009,0,5,4,1,0,0.042521987
2.2,31,96,0,3,0,0,1,0,1,0,3,0,0,4,4,1,0,
1.35,33,95,0,1,0,3235.1,0,0,0,0,3,0.284078787,0,1,5,1,0,0.067429654
3,24,109,0,1,0,3339.45,0,1,0,2,0,0.544609471,0,71,4.7,1,0,0.145871951
3,30,366,0,1,0,14356.47,1,1,1,1,2,0.604833423,1,11,3.7,1,0,0.026851209
1.35,27,203,0,1,0,4334,0,0,0,0,2,0.283857554,0,4,4,1,0,0.069040365
3,18,101,0,3,0,3122.86,0,0,0,0,2,0.627342677,0,1,5,1,0,0.018557639
2,41,342,0,1,0,5486,1,0,1,0,2,0.299988373,1,6,4.2,1,0,0.094543744
3,18,101,0,3,0,3203.86,0,0,0,0,2,0.674267462,0,1,5,1,0,0.016632923
2.2,26,109,0,3,0,2860,1,0,1,0,2,0.403529347,0,1,5,1,0,0.047837296
1.35,29,360,0,1,0,7983.75,0,0,0,0,0,0.388322966,0,3,5,1,0,0.075019421
1.65,39,458,0,1,0,5610.8,1,0,1,0,2,0.440483956,0,5,3.4,1,0,0.097797096
1.35,42,94,0,1,0,12603.3,0,0,0,0,5,0.429852001,1,68,4.4,1,0,0.068411047
1.5,33,384,0,1,0,6671.62,1,1,1,2,3,0.377468497,0,102,4.8,1,0,0.1103451
1.8,30,246,0,1,0,6770.49,1,0,1,0,3,0.473459553,0,3,5,1,0,0.05615001
2.99,26,247,0,1,0,7121.37,1,1,1,1,2,0.434287556,0,4,4,1,0,0.036672883
3.5,49,110,0,1,0,8943,0,0,0,0,2,0.44156746,0,7,5,1,0,0.056072012
1.35,36,180,0,1,0,3006.9,0,0,0,0,3,0.525296775,1,3,5,1,0,0.101158577
5,36,111,0,1,0,3409,0,0,0,0,2,0.470299772,0,12,1.4,1,0,0.233626479
1.65,33,384,0,1,0,8685.6,1,1,1,2,3,0.494568094,0,103,4.8,1,0,0.085672865
1.25,23,92,0,1,0,2405,0,0,0,0,3,0.407832683,0,3,3.7,1,0,0.063626013
1.35,36,180,0,1,0,4871.8,0,0,0,0,3,0.333083742,1,3,5,1,0,0.066733984
1.35,42,74,0,1,0,30384,0,0,0,0,5,0.428277473,1,68,4.4,1,0,0.062570435
1.25,22,199,0,1,0,20308.8,0,0,0,0,0,1.495214931,0,4,4,1,0,0.067482686
1.65,33,271,0,1,0,10440.95,1,1,1,1,3,0.516012958,0,103,4.8,1,0,0.049300374
1.5,24,368,0,1,0,13201.5,0,0,0,0,0,0.32166927,1,6,4.8,1,0,0.115435433
3.5,23,289,0,4,0,11291.75,0,0,0,0,3,0.18532757,0,92,4.6,1,0,0.023406216
5,17,109,0,1,0,1415,0,0,0,0,0,0.261162803,0,11,1.5,1,0,0.035114781
1.75,53,197,0,1,0,1508.76,1,1,1,0,7,0.911419599,0,1,1,1,0,0.010452962
3.5,30,30,0,1,0,759.5,1,1,1,1,2,0.335628788,0,1,5,1,0,0.31865285
2,30,324,0,1,0,6587.05,1,0,1,0,3,0.399535197,1,6,4.3,1,0,0.046393402
3.5,31,98,0,1,0,2306.5,1,0,1,0,4,0.585191576,0,1,5,1,0,0.133979475
1,33,307,0,1,0,6014.9,0,0,0,0,3,0,0,1,1,1,0,0.053363288
4,26,565,0,1,0,5288.19,1,1,1,3,3,0.538026221,0,5,4.2,1,0,0.098885733
1.35,37,165,0,4,0,6546.45,0,0,0,0,3,0.233653832,0,2,4.5,1,0,0.083274977
3.5,23,289,0,4,0,6843.76,0,0,0,0,3,0.353753375,0,91,4.6,1,0,0.034571087
1.35,42,74,0,1,0,9222,0,0,0,0,5,0.43649505,1,68,4.4,1,0,0.060537824
1.25,22,199,0,1,0,49134,0,0,0,0,0,0.42895452,0,4,4,1,0,0.067458588
3,30,366,0,1,0,30853,1,1,1,1,2,0.366817242,0,11,3.7,1,0,0.085218427
1.5,43,197,0,1,0,7124.6,1,0,1,0,3,0.562207174,0,6,4.2,1,0,0.056103756
1.5,43,197,0,1,0,11031.2,1,0,1,0,2,0.561989892,1,6,4.2,1,0,0.066358517
3.5,30,110,0,1,0,4546.5,1,0,1,0,2,0.603477306,0,1,5,1,0,0.148780123
1.8,30,246,0,1,0,8407.4,1,0,1,0,3,0.385287007,0,4,5,1,0,0.024979191
1.5,28,101,0,3,0,5029,0,0,0,0,4,0.436259993,1,3,3,1,0,0.070767659
1.25,36,182,0,4,0,3692.35,0,0,0,0,3,0.25697451,0,2,5,1,0,0.070236439
1.65,33,271,0,1,0,10908.3,0,0,0,0,3,0.48166241,0,103,4.8,1,0,0.019762042
1.25,24,220,0,1,0,12542.5,0,0,0,0,0,-0.754406931,0,6,4.8,1,0,0.059867208
1.65,33,271,0,1,0,6836.05,1,0,1,0,3,0.547757248,1,103,4.8,1,0,0.085580159
5,17,109,0,1,0,3930,0,0,0,0,0,0.377663811,0,4,1.5,1,0,0.101636639
1.5,43,197,0,1,0,22999.2,1,0,1,0,3,0.409973529,1,6,4.2,1,0,0.058187456
1.35,29,360,0,1,0,9165.55,0,0,0,0,3,0.300426119,0,3,5,1,0,0.027688903
1,33,307,0,1,0,4836.95,1,0,1,0,3,0,1,1,1,1,0,0.186033394
1.25,22,199,0,1,0,52485,0,0,0,0,0,0.428955012,0,4,4,1,0,0.168996617
1.25,24,220,0,1,0,10560,0,0,0,0,0,0.370366,0,6,4.8,1,0,0.04930784
3,24,109,0,1,0,36873,0,1,0,2,0,0.19960564,0,71,4.7,1,0,0.183766765
1.25,37,165,0,4,0,3881,0,0,0,0,3,0.390454717,0,1,4,1,0,0.060928333
1.35,36,180,0,1,0,3455.85,0,0,0,0,0,0.40453861,0,3,5,1,0,0.025956907
0.99,33,156,0,1,0,1876.05,1,1,1,2,2,-0.763436146,0,6,5,1,0,0.06373749
1.35,29,360,0,1,0,7983.75,0,0,0,0,0,0.388322966,0,3,5,1,0,0.075019421
3.5,28,109,0,1,0,24321.78,1,1,1,2,2,0.486470134,1,1,3,1,0,0.032983785
1.25,37,165,0,4,0,9934,0,0,0,0,3,0.344481126,0,1,4,1,0,0.052871553
0.99,26,182,0,1,0,929.61,1,1,1,2,3,0.331563002,0,6,3.8,1,0,0.041841425
1.25,37,165,0,4,0,9750.8,0,0,0,0,3,0.259908039,0,1,4,1,0,0.106243125
3.6,26,353,0,1,0,13026,0,0,0,0,3,0.224401333,0,4,4,1,0,0.041459298
1.99,33,244,0,1,0,7978.91,0,0,0,0,0,0.331138647,0,3,2.7,1,0,0.062863868
2.99,26,247,0,1,0,6720.27,1,1,1,1,2,0.39254339,0,4,4,1,0,0.024362305
1.5,44,87,0,4,0,2259,1,1,1,1,2,0.438817519,0,9,4.8,1,0,0.093066097
1.5,43,197,0,1,0,21593.6,1,0,1,0,3,0.45402736,0,6,4.2,1,0,0.053123113
0.99,26,182,0,1,0,1162.26,1,1,1,2,2,0.560633918,0,8,4.1,1,0,0.062505861
3.5,31,98,0,1,0,32610.5,0,0,0,0,4,0.397183994,1,2,5,1,0,0.121198342
1.5,39,96,0,1,0,7794.4,1,0,1,0,3,0.554508833,1,7,4.4,1,0,0.127392106
1.25,22,199,0,1,0,22556.5,0,0,0,0,3,0.429326009,0,5,4,1,0,0.042521987
1.25,22,199,0,1,0,20595.4,0,0,0,0,0,0.436153111,0,4,4,1,0,0.040033926
5,17,109,0,1,0,1735,0,1,0,2,0,0.261162803,0,11,1.5,1,0,0.013424061
1.65,33,271,0,1,0,6595,1,1,1,1,3,0.571605475,0,103,4.8,1,0,0.151929206
1.25,32,119,0,4,0,649,1,0,1,0,3,0.377657398,0,1,1,1,0,0.037951269
1.99,33,244,0,1,0,29179.98,0,0,0,0,4,0.30137296,1,3,2.7,1,0,0.078030018
1.35,36,182,0,4,0,3893.7,0,0,0,0,3,0.196794748,0,3,5,1,0,0.013588208
4,34,274,0,1,0,7988.35,1,1,1,1,4,0.517634939,0,92,4.6,1,0,0.013269453
0.8,38,115,0,3,0,266.88,1,0,1,0,2,0.394242083,0,1,5,1,0,0.061662631
1.25,18,159,0,3,0,21159,0,0,0,0,0,0.382790355,1,3,2.3,1,0,0.067674793
1,35,342,0,1,0,1953.5,0,0,0,0,0,0,1,1,1,1,0,0.221760979
2,37,221,0,1,0,5068,0,0,0,0,5,0.415553384,1,2,5,1,0,0.078310449
1.25,25,110,0,1,0,9889,0,0,0,0,4,0,0,1,1,1,0,0.063243339
1.25,18,441,0,1,0,22519.5,0,0,0,0,0,0.430037832,0,4,3,1,0,0.103628736
1.25,24,220,0,1,0,11240,0,0,0,0,0,-0.754406931,0,6,4.8,1,0,0.059909338
1.25,18,441,0,1,0,35224.5,0,1,0,1,0,0.412018944,0,4,3,1,0,0.061563599
1,33,307,0,1,0,5458.8,0,0,0,0,3,0,0,4,3,1,0,0.036318778
3.5,26,102,0,1,0,2182.1,1,0,1,0,3,0.458282446,0,5,4.4,1,0,0.001412163
1.35,23,92,0,1,0,4251,0,0,0,0,0,0.431636156,1,4,4,1,0,0.063693202
1.25,25,110,0,1,0,8676.25,0,1,0,1,0,0,1,1,1,1,0,0.064627075
1.35,37,165,0,4,0,3931.05,0,0,0,0,3,0.339683245,0,2,4.5,1,0,0.023962517
1.25,44,87,0,4,0,838.75,1,0,0,0,3,0.407694186,1,1,5,1,0,0.06544008
3.5,31,31,0,1,0,150.5,0,0,0,0,4,0.325754482,0,1,5,1,0,0
3,31,96,0,3,0,0,1,0,1,0,3,0,1,4,4,1,0,
1.25,18,441,0,1,0,40133,0,0,0,0,3,0.435417361,0,4,3,1,0,0.033627691
1.25,37,165,0,4,0,3616.5,0,0,0,0,3,0.412224899,1,1,4,1,0,0.062248952
1.99,33,244,0,1,0,7878.37,0,0,0,0,4,0.431088725,0,3,2.7,1,0,0.067655428
4,34,274,0,1,0,5992.4,0,0,0,0,3,0.554664387,0,92,4.6,1,0,0.048667328
1.25,18,441,0,1,0,22519.5,0,0,0,0,3,0.430037832,0,4,3,1,0,0.103628736
1.25,33,95,0,1,0,2423.35,0,0,0,0,3,0.305108404,0,1,5,1,0,0.069517608
0.99,26,182,0,1,0,2926.44,1,1,1,2,2,0.499464084,1,6,3.8,1,0,0.030118471
5,22,71,0,4,0,2338,0,0,0,0,0,0.330854883,0,2,2.5,1,0,0.091981567
1.5,44,476,0,1,0,2181,1,1,1,2,2,0.438817519,1,9,4.8,1,0,0.093187303
1.5,24,368,0,1,0,9450.7,0,0,0,0,4,0.348174153,1,7,4.8,1,0,0.034027432
1.25,18,159,0,3,0,19080.5,0,0,0,0,0,0.526101352,0,3,2.3,1,0,0.058817221
3.5,28,109,0,1,0,24321.78,1,1,1,2,2,0.486470134,1,1,3,1,0,0.032983785
5,17,109,0,1,0,4853,0,0,0,0,0,0.4886464,0,4,1.5,1,0,0.035338016
1.99,57,138,0,1,0,2906.44,1,0,1,0,5,-0.522745479,0,49,4.2,1,0,0.076493086
1.25,18,159,0,3,0,21159,0,0,0,0,0,0.382790355,0,3,2.3,1,0,0.067674793
2.99,26,247,0,1,0,6469.39,1,1,1,1,2,0.392920523,0,4,4,1,0,0.046297846
5,17,109,0,1,0,1450,0,0,0,0,0,0.470322515,0,11,1.5,1,0,0.047774255
3,26,109,0,3,0,3063,0,0,0,0,2,-7.447371861,1,1,5,1,0,0.044379071
1.35,37,165,0,4,0,3308.1,0,0,0,0,3,0.340496055,0,2,4.5,1,0,0.009486128
1.99,33,203,0,1,0,4865.09,0,0,0,0,2,-0.118899005,0,2,5,1,0,0.064733047
3,30,366,0,1,0,14335.84,1,1,1,1,2,0.603851415,1,11,3.7,1,0,0.038608573
3.5,49,312,0,1,0,12885.5,1,0,1,0,4,0.418610818,0,10,4.9,1,0,0.004955321
2.25,33,244,0,1,0,7725.05,0,0,0,0,0,0.35604021,1,3,2.7,1,0,0.030166543
1.65,49,96,0,1,0,8683,1,0,1,0,4,0.448584582,0,8,4.5,1,0,0.063884902
1.99,33,244,0,1,0,7479.71,0,0,0,0,4,0.422389788,0,3,2.7,1,0,0.068031507
2,44,315,0,1,0,1500,0,0,0,0,5,0,0,1,5,1,0,0
3.5,23,274,0,1,0,25959.5,0,0,0,0,3,0.356981969,0,92,4.6,1,0,0.088154698
0.99,26,182,0,1,0,1192.95,1,1,1,2,3,0.560633918,0,7,4,1,0,0.056640625
1.25,22,199,0,1,0,23096,0,1,0,1,0,1.495422926,0,4,4,1,0,0.06441508
2,47,88,0,1,0,6326.4,0,0,0,0,3,0.407886394,0,2,2,1,0,0.236967831
2,57,460,0,4,0,1822.5,1,1,1,0,5,0.371653274,0,47,4.2,1,0,0.055773922
1.5,24,368,0,1,0,57011.2,0,1,0,0,0,0.300641275,0,6,4.8,1,0,0.010886799
1.25,29,360,0,1,0,4703.75,0,0,0,0,0,0.389145749,0,2,5,1,0,0.065063037
1.25,24,220,0,1,0,11748.75,0,0,0,0,0,0.38739004,1,6,4.8,1,0,0.042441352
1.35,36,180,0,1,0,5353.05,0,0,0,0,0,0.388791799,1,3,5,1,0,0.086232326
3.5,49,312,0,1,0,5432,1,0,0,0,4,0.142118011,1,9,4.9,1,0,0.010250337
5,38,230,0,1,0,4012,0,0,0,0,5,0.462847813,0,123,4.6,1,0,0.014428858
3.5,26,247,0,1,0,15269.5,0,0,0,0,3,0.517725775,1,4,4,1,0,0.065955722
1.25,24,220,0,1,0,12533.75,0,0,0,0,0,0.346945661,0,6,4.8,1,0,0.056673825
3.5,28,109,0,1,0,1081.5,0,0,0,0,2,0.473353783,1,1,3,1,0,0.255124965
1.25,22,199,0,1,0,83818.5,0,0,0,0,0,0.421068767,0,4,4,1,0,0.060092149
3.5,30,110,0,1,0,89202,1,0,0,0,2,0.421809021,1,2,5,1,0,0.212237949
1.25,42,94,0,1,0,5487.5,0,0,0,0,5,0.384594727,0,67,4.4,1,0,0.04593405
1.65,33,271,0,1,0,10440.95,0,0,0,0,3,0.516012958,0,103,4.8,1,0,0.049300374
2.25,33,244,0,1,0,7861.05,0,0,0,0,0,0.355293616,0,3,2.7,1,0,0.046822384
1.99,33,244,0,1,0,9741.45,0,0,0,0,4,0.328725773,1,3,2.7,1,0,0.053622984
3,18,101,0,3,0,2154,1,0,1,0,2,0.58324795,0,1,5,1,0,0.024788886
0.99,33,531,0,1,0,6649.63,1,1,1,2,3,0,0,4,3,1,0,0.067331284
3.5,26,247,0,1,0,30170.72,0,0,0,0,3,0.588725699,0,4,4,1,0,0.123833695
2,57,460,0,4,0,1548.1,1,1,1,0,5,0.095534749,1,46,4.2,1,0,0.07141342
1.05,26,349,0,1,0,758.3,0,0,0,0,0,0,0,3,5,1,0,0
1.8,30,246,0,1,0,10297.8,1,0,1,0,3,0.446053982,0,2,5,1,0,0.107589325
0.99,26,182,0,1,0,2926.44,1,1,1,2,2,0.499464084,1,6,3.8,1,0,0.030118471
1,33,307,0,1,0,11986.7,1,0,1,0,3,0,0,1,1,1,0,0.211587315
3.5,23,289,0,4,0,7322.36,0,0,0,0,3,0.389027199,1,91,4.6,1,0,0.074178475
1.5,33,384,0,1,0,4272.16,1,1,1,2,3,0.449511174,0,102,4.8,1,0,0.038298933
1,35,342,0,1,0,2165.75,0,0,0,0,0,0,1,1,1,1,0,0.167453485
1.65,48,197,0,1,0,24775,1,0,0,0,3,0.445953744,1,6,4.2,1,0,0.057345191
1.8,30,246,0,1,0,6770.49,1,0,1,0,3,0.473459553,0,3,5,1,0,0.05615001
1.25,22,199,0,1,0,21618,0,1,0,1,0,0.429267373,0,4,4,1,0,0.098774866
1.25,26,70,0,3,0,2067.5,0,0,0,0,2,0.323713173,0,,,1,0,0.059216843
2.25,33,244,0,1,0,7725.05,0,0,0,0,4,0.35604021,1,3,2.7,1,0,0.030166543
1.8,30,246,0,1,0,10033.3,1,0,1,0,3,0.731183869,0,3,5,1,0,0.021433134
3.5,26,102,0,1,0,1726.5,0,0,0,0,3,0.458198943,0,5,4.4,1,0,0.002015213
1.35,29,360,0,1,0,10040.35,0,0,0,0,0,0.274008066,0,3,5,1,0,0.067838985
3,24,109,0,1,0,4641.15,0,1,0,2,0,0.525474193,1,71,4.7,1,0,0.053885487
1.25,18,159,0,3,0,21429.5,0,0,0,0,3,0.382731268,1,3,2.3,1,0,0.068560604
2.25,47,106,0,1,0,1703.25,0,0,0,0,3,0.390983385,0,,,1,0,0.082601054
1.25,18,441,0,1,0,26663.5,0,1,0,1,0,0.412034411,0,4,3,1,0,0.063554905
1.35,36,180,0,1,0,4431.7,0,0,0,0,3,0.343478893,1,3,5,1,0,0.067619278
1.65,49,96,0,1,0,8683,1,0,1,0,4,0.448584582,0,8,4.5,1,0,0.063884902
