SR_PARSED_PRICE,COMP_TITLE_LENGTH,COMP_DESCRIPTION_LENGTH,COMP_VIDEO_COUNT,COMP_IMG_COUNT,COMP_HAS_RICH_CONTENT,RETAIL_SALES_VALUE,SEARCH_TERM_IN_NAME,SEARCH_TERM_IN_DESC,SEARCH_TERM_COUNT_IN_NAME,SEARCH_TERM_COUNT_IN_DESC,SEARCH_TERM_FW_POS_IN_TITLE,Retailer_Margin,HOLIDAY_FLAG,FB_FEEDBACK_COMMENT_COUNT,FB_FEEDBACK_AVG_RATING,AV_OOS_AVAILABLE,AV_OOS_OOS,GROWTH_16_WEEK
2,57,138,0,1,0,2512,1,0,1,0,5,0.293355265,1,49,4.2,1,0,0.070888512
1.25,22,199,0,1,0,19180,0,0,0,0,0,0.436225775,0,4,4,1,0,0.044267827
2.25,33,244,0,1,0,5727.85,0,0,0,0,4,0.434406832,0,3,2.7,1,0,0.01279356
3,24,109,0,1,0,36873,0,1,0,2,0,0.19960564,0,71,4.7,1,0,0.183766765
1.25,18,159,0,3,0,24288,0,0,0,0,3,0.443106462,0,3,2.3,1,0,0.055947847
1.35,27,186,0,1,0,3252.15,0,0,0,0,2,0.404560524,0,4,4,1,0,0.031031808
2.99,26,565,0,1,0,9365.72,1,1,1,2,2,0.49767888,0,5,4.2,1,0,0.022818091
2.25,47,88,0,1,0,4561.35,0,0,0,0,3,0.395125296,0,3,2.7,1,0,0.098243018
3.5,32,372,0,1,0,7584.5,1,0,0,0,2,0.343170644,0,1,5,1,0,0.13493744
1.8,30,246,0,1,0,31561.44,1,1,1,1,2,0.392415361,1,3,5,1,0,0.080674363
0.99,28,198,0,1,0,888.69,0,0,0,0,0,0,1,4,5,1,0,0.069190883
1.35,37,334,0,1,0,4343.85,0,0,0,0,3,0.545786559,1,2,4.5,1,0,0.056073843
3,24,109,0,1,0,14525,0,0,0,0,0,0.342309113,0,71,4.7,1,0,0.178179564
1.5,33,384,0,1,0,7625.07,1,1,1,2,3,0.354231277,0,102,4.8,1,0,0.029041699
2.5,49,199,0,1,0,11791.95,1,0,1,0,3,0.431577659,0,5,4.2,1,0,0.048354134
3.5,31,98,0,1,0,13863,1,0,1,0,4,0.397120329,0,2,5,1,0,0.164223243
1.5,33,95,0,1,0,3631.2,0,0,0,0,3,0.407260963,0,6,4.7,1,0,0.061295886
1.35,36,180,0,1,0,3006.9,0,0,0,0,0,0.525296775,1,3,5,1,0,0.101158577
1.35,23,92,0,1,0,4030.35,0,0,0,0,3,0.278744687,0,4,4,1,0,0.07332046
3,18,101,0,3,0,3122.86,1,0,1,0,2,0.627342677,1,1,5,1,0,0.018557639
2,30,324,0,1,0,4928.35,1,1,1,2,2,0.528125959,1,6,4.3,1,0,0.039839881
4,26,565,0,1,0,5288.19,1,1,1,2,2,0.538026221,0,5,4.2,1,0,0.098885733
1.25,25,110,0,1,0,7556,0,0,0,0,4,0,1,1,1,1,0,0.067832586
1.35,37,165,0,4,0,9338.55,0,0,0,0,3,0.234684859,0,2,4.5,1,0,0.038793391
1.8,30,246,0,1,0,5132.07,1,0,1,0,3,0.475896909,0,3,5,1,0,0.061212762
3.5,26,565,0,1,0,30542.6,1,1,1,3,3,0.496566851,1,5,4.2,1,0,0.057885216
1.35,37,334,0,1,0,7185.15,0,0,0,0,3,0.402318494,0,2,4.5,1,0,0.052611003
1.25,28,101,0,3,0,3152.5,0,0,0,0,4,0.43797841,0,3,3,1,0,0.065166087
1.65,33,271,0,1,0,19681.7,1,1,1,1,3,0.547674357,1,103,4.8,1,0,0.046170189
1,33,307,0,1,0,5182.59,0,0,0,0,3,0,0,4,3,1,0,0.046984154
1.35,42,94,0,1,0,9927,0,0,0,0,5,0.428163998,0,68,4.4,1,0,0.061303914
1.65,33,271,0,1,0,10371.95,0,0,0,0,3,0.491891714,0,103,4.8,1,0,0.067507274
3,24,111,0,1,0,8937.3,0,0,0,0,0,0.403341271,1,71,4.7,1,0,0.015032013
1.65,33,271,0,1,0,10371.95,1,0,1,0,3,0.491891714,1,103,4.8,1,0,0.067507274
2.75,47,342,0,1,0,11418.9,1,0,1,0,4,0.4073344,0,8,4.2,1,0,0.07200351
2.99,26,247,0,1,0,11583.3,0,0,0,0,3,0.274700094,1,4,4,1,0,0.027447705
1.25,24,220,0,1,0,11492.5,0,0,0,0,0,0.370366,0,6,4.8,1,0,0.047090868
1.25,37,165,0,4,0,4245.2,0,0,0,0,3,0.344197644,0,1,4,1,0,0.049734761
1.25,24,220,0,1,0,10862.5,0,0,0,0,4,0.331489108,0,6,4.8,1,0,0.030505804
1.25,22,199,0,1,0,49134,0,0,0,0,0,0.42895452,0,4,4,1,0,0.067458588
1.25,36,182,0,4,0,3082.25,0,0,0,0,3,0.391972753,0,1,5,1,0,0.071115876
2.99,26,247,0,1,0,7664.78,1,1,1,2,3,0.468592743,0,4,4,1,0,0.043946188
1.25,29,360,0,1,0,4808.75,0,0,0,0,3,0.39053796,0,2,5,1,0,0.055397579
4,26,565,0,1,0,8341.9,1,1,1,3,3,0.609976084,0,5,4.2,1,0,0.071403436
1.25,36,182,0,4,0,3692.35,0,0,0,0,0,0.25697451,0,2,5,1,0,0.070236439
1.25,25,110,0,1,0,10652.5,0,1,0,1,0,0,0,1,1,1,0,0.063935358
1.25,24,220,0,1,0,11315,0,0,0,0,4,0.346945661,0,6,4.8,1,0,0.063926404
1.35,42,74,0,1,0,12839.8,0,0,0,0,5,0.440474024,0,68,4.4,1,0,0.046226637
1.35,43,203,0,1,0,1890.2,1,1,1,2,2,0.395610508,1,10,4.2,1,0,0.026169636
5,22,46,0,1,0,1393,0,0,0,0,0,0.458918196,1,5,2.4,1,0,0.019127974
1.25,29,360,0,1,0,3917.45,0,0,0,0,0,0.342612439,0,2,5,1,0,0.075461596
1.35,23,92,0,1,0,3991.8,0,0,0,0,0,0.36117042,0,4,4,1,0,0.083529379
2.2,30,366,0,1,0,12086.8,1,1,1,1,2,0.428033103,0,13,3.7,1,0,0.032604565
2.2,26,109,0,3,0,2860,1,0,1,0,2,0.403529347,0,1,5,1,0,0.047837296
1.25,25,110,0,1,0,10652.5,0,0,0,0,4,0,0,1,1,1,0,0.063935358
3.5,32,53,0,1,0,2453.5,1,0,1,0,2,0.340447257,0,1,5,1,0,0.374584718
1.24,42,259,0,1,0,1544.24,1,0,1,0,5,0,1,5,3.4,1,0,0.073269563
0.99,33,571,0,1,0,1846.13,1,1,1,2,2,0.069313651,1,6,5,1,0,0.069682391
1.25,37,165,0,4,0,3660.5,0,0,0,0,3,0.390857099,0,1,4,1,0,0.060545854
1.25,29,360,0,1,0,4256,0,0,0,0,0,0.343416152,1,2,5,1,0,0.07146557
1.25,25,110,0,1,0,6991.5,0,0,0,0,4,0,0,1,1,1,0,0.049529791
1.99,33,203,0,1,0,4265.13,0,0,0,0,2,0.433897299,1,1,5,1,0,0.061567767
3.5,28,109,0,1,0,1211,1,1,1,2,2,0.508917149,0,1,3,1,0,0.202260385
1.8,30,246,0,1,0,4003.29,1,0,1,0,3,0.413246283,0,2,5,1,0,0.03616045
1.25,28,101,0,3,0,2422.5,0,0,0,0,4,0.26674868,1,3,3,1,0,0.076836953
0.99,33,156,0,1,0,1762.2,1,0,1,0,3,0.480884953,0,6,5,1,0,0.043699022
1.65,33,271,0,1,0,8290.5,1,1,1,1,3,0.532670828,0,103,4.8,1,0,0.079213883
0.99,33,531,0,1,0,5397.93,1,1,1,2,3,0,0,4,3,1,0,0.025466336
3.5,34,274,0,1,0,45844.75,0,0,0,0,3,0.463453359,1,92,4.6,1,0,0.095383455
1.25,25,110,0,1,0,11016.5,0,0,0,0,0,0,0,1,1,1,0,0.061941719
1.25,33,95,0,1,0,1780.75,0,0,0,0,3,0.329226279,1,1,5,1,0,0.067621167
1.25,36,182,0,4,0,3266,0,0,0,0,3,0.345741213,0,1,5,1,0,0.045966931
3.5,32,92,0,1,0,26025.5,1,0,1,0,2,0.426033729,0,9,4.9,1,0,0.174911458
1.5,38,368,0,1,0,11087.2,1,1,1,0,3,0.37275081,0,7,4.8,1,0,0.03674384
3.5,49,110,0,1,0,9779,1,0,1,0,2,0.283899452,0,7,5,1,0,0.046866192
1.65,33,271,0,1,0,12221.1,1,0,1,0,3,0.425622563,1,103,4.8,1,0,0.030246374
1.5,30,331,0,1,0,2987.8,1,1,1,2,2,0.547005084,0,7,4.7,1,0,0.063770126
1.65,33,384,0,1,0,12315.3,1,0,1,0,3,0.425624522,0,103,4.8,1,0,0.058606728
1.8,30,246,0,1,0,8407.4,1,1,1,2,3,0.385287007,0,3,5,1,0,0.024979191
0.99,33,531,0,1,0,6623.21,0,1,0,0,3,0,1,4,3,1,0,0.056857972
5,36,111,0,1,0,3409,0,0,0,0,2,0.470299772,0,12,1.4,1,0,0.233626479
2.2,30,366,0,1,0,6894.8,0,0,0,0,2,0.115552849,0,13,3.7,0,1,0.054111889
1.25,25,110,0,1,0,10498.75,0,1,0,1,0,0,0,1,1,1,0,0.060490896
1.5,25,110,0,1,0,9167.1,0,0,0,0,4,0,0,4,3,1,0,0.036482635
2.99,26,247,0,1,0,8424.33,1,1,1,2,3,0.434232076,0,4,4,1,0,0.044008102
3.5,23,289,0,4,0,10782.52,0,0,0,0,3,0.444805518,0,92,4.6,1,0,0.028281481
1.25,43,203,0,1,0,1286.35,1,1,1,2,2,0.340384139,0,1,5,1,0,0.025581395
1.8,30,246,0,1,0,11040.3,1,1,1,1,2,0.445886014,0,2,5,1,0,0.093126841
1.65,33,271,0,1,0,27354.95,0,0,0,0,3,0.491893854,1,103,4.8,1,0,0.101889541
1.65,33,271,0,1,0,10908.3,1,0,1,0,3,0.48166241,0,103,4.8,1,0,0.019762042
1.99,36,308,0,1,0,15524.91,1,1,1,4,2,0.423561349,0,2,4,1,0,0.078574381
1.99,33,203,0,1,0,5226.76,0,0,0,0,2,0.392980888,0,3,5,1,0,0.057402694
5,37,181,0,1,0,767,0,0,0,0,4,0.468239794,0,2,5,1,0,0.023305085
1.65,33,384,0,1,0,13336.15,0,0,0,0,3,0.426030619,0,103,4.8,1,0,0.023698069
1.5,18,441,0,1,0,39508,0,0,0,0,0,0.379977247,0,4,3,1,0,0.014348704
1.35,37,334,0,1,0,6562.65,0,0,0,0,3,0.334339517,1,2,4.5,1,0,0.058272336
2,37,221,0,1,0,189,0,0,0,0,5,0.511064291,0,2,5,1,0,0.002266897
1,35,342,0,1,0,3642,0,0,0,0,0,0,0,4,4,1,0,0.080271586
0.99,26,182,0,1,0,1069.2,1,1,1,2,3,0.331563002,1,6,3.8,1,0,0.039171223
1.35,36,182,0,4,0,3867.75,0,0,0,0,3,0.371874861,0,3,5,1,0,0.062102972
0.99,30,331,0,1,0,4962.32,1,1,1,2,2,0.3380655,0,6,4.7,1,0,0.025760875
0.99,26,182,0,1,0,929.61,1,1,1,2,2,0.331563002,0,6,3.8,1,0,0.041841425
3,26,102,0,1,0,2139,0,0,0,0,3,0.548991136,0,1,5,1,0,0.101968434
3.5,26,247,0,1,0,12936,0,0,0,0,3,0.52027981,0,4,4,1,0,0.160302882
3.5,30,110,0,1,0,8262,1,0,0,0,2,0.341537441,0,7,5,1,0,0.004792205
1.35,33,95,0,1,0,3053.55,0,0,0,0,3,0.332226465,0,1,5,1,0,0.060092981
1,33,307,0,1,0,4408,0,0,0,0,3,0,1,1,1,1,0,0.212391439
1.25,26,70,0,3,0,2158.75,0,0,0,0,2,0.384484568,0,,,1,0,0.057167675
2,48,108,0,5,0,2756,1,0,0,0,4,0.366471287,1,32,4.4,1,0,0.150474208
5,37,181,0,1,0,14931,0,0,0,0,4,0.438983139,1,1,5,1,0,0.094109832
1.5,33,384,0,1,0,10123.95,0,0,0,0,3,0.168940575,0,102,4.8,1,0,0.037982939
1.25,42,94,0,1,0,8315.6,0,0,0,0,5,0.384410667,0,68,4.4,1,0,0.051830198
1.25,33,95,0,1,0,3046.05,0,0,0,0,3,0.257779833,0,1,5,1,0,0.068473282
1.25,27,203,0,1,0,2775,0,0,0,0,2,0.414377174,1,1,1,1,0,0.063794884
1.35,36,180,0,1,0,4596.15,0,0,0,0,0,0.391037678,0,3,5,1,0,0.04286401
1.35,23,92,0,1,0,4075.05,0,0,0,0,3,0.357837323,1,4,4,1,0,0.079986047
3.5,32,32,0,1,0,2453.5,1,1,1,1,2,0.340447257,0,1,5,1,0,0.374584718
5,17,111,0,1,0,2144,0,1,0,2,0,0.405705838,0,11,1.5,1,0,0.014430577
1.8,30,246,0,1,0,6770.49,1,0,1,0,3,0.473459553,0,3,5,1,0,0.05615001
3.5,31,98,0,1,0,3291,1,0,1,0,4,0.456393855,0,6,4.3,1,0,0.004499576
1.8,30,246,0,1,0,5132.07,1,1,1,1,2,0.475896909,0,3,5,1,0,0.061212762
2.75,49,199,0,1,0,12197.3,1,0,1,0,2,0.406866788,1,6,4.3,1,0,0.060503425
1.25,24,220,0,1,0,12533.75,0,0,0,0,4,0.346945661,0,6,4.8,1,0,0.056673825
1.35,36,92,0,1,0,4196.5,1,0,1,0,4,0.417846347,0,4,4,1,0,0.040790375
1.25,24,220,0,1,0,11861.25,0,0,0,0,0,0.370366,0,6,4.8,1,0,0.051688061
2.25,33,203,0,1,0,6758.85,0,0,0,0,2,0.370073087,0,4,4,1,0,0.075461001
1.35,33,433,0,1,0,8955.15,0,0,0,0,3,0.338023312,1,5,5,1,0,0.053343099
1.99,33,203,0,1,0,4411.37,0,0,0,0,2,0.319512941,0,2,5,1,0,0.06732326
1.8,30,246,0,1,0,10033.3,1,1,1,1,2,0.731183869,0,3,5,1,0,0.021433134
2,57,460,0,4,0,2267.1,1,1,1,0,5,0.371785799,0,47,4.2,1,0,0.062776911
1.25,28,101,0,3,0,9692.5,0,0,0,0,4,0.421814432,0,3,3,1,0,0.074369066
1.25,24,220,0,1,0,12733.75,0,0,0,0,4,0.38739004,1,6,4.8,1,0,0.041057309
1.25,29,360,0,1,0,10818.15,0,0,0,0,0,0.292298758,0,2,5,1,0,0.069230501
1.25,37,165,0,4,0,3681,0,0,0,0,3,0.412326329,0,1,4,1,0,0.063799236
1.35,36,182,0,4,0,3774.95,0,0,0,0,3,0.282977653,0,3,5,1,0,0.068827007
1.65,33,271,0,1,0,5658,1,1,1,1,3,0.489002029,1,103,4.8,1,0,0.053186991
3.5,34,274,0,1,0,50362.55,1,0,0,0,3,0.463585525,1,92,4.6,1,0,0.126807732
1.65,33,384,0,1,0,4289,0,0,0,0,3,0.390136469,0,103,4.8,1,0,0.031172475
3.5,30,110,0,1,0,1442.5,1,0,1,0,2,0.011874433,0,7,5,1,0,0.00277318
1.25,36,182,0,4,0,3243.25,0,0,0,0,3,0.391397322,0,1,5,1,0,0.074424653
5,38,230,0,1,0,3595,0,0,0,0,5,0.498679011,1,123,4.6,1,0,0.079774306
1.35,29,360,0,1,0,5095.8,0,0,0,0,0,0.390018698,0,3,5,1,0,0.069245404
2.98,34,274,0,1,0,14895.02,0,0,0,0,3,0.365469284,0,92,4.6,1,0,0.13522135
1.25,28,101,0,3,0,4550,0,0,0,0,4,0.421814432,0,3,3,1,0,0.061876645
1.99,57,138,0,1,0,2805.56,1,0,1,0,5,0.316177488,0,47,4.2,0,1,0.063246259
2,41,342,0,1,0,3500,1,0,1,0,3,0.299988373,0,6,4.2,1,0,0.101986642
2,44,315,0,1,0,16034,0,0,0,0,5,0,1,1,5,1,0,0.200823794
1.35,29,360,0,1,0,10675.95,0,0,0,0,0,0.273799888,0,3,5,1,0,0.093915143
2,48,108,0,5,0,2756,1,0,0,0,4,0.366471287,1,32,4.4,1,0,0.150474208
1.5,33,433,0,1,0,10176.9,1,0,1,0,3,0.390586449,0,5,5,1,0,0.059258732
1.5,44,476,0,1,0,1933.65,1,1,1,2,2,0.399186375,1,9,4.8,1,0,0.050259556
3.5,28,110,0,1,0,14,0,0,0,0,2,0.486390311,0,1,3,1,0,0.154648496
1.25,37,165,0,4,0,3616.5,0,0,0,0,3,0.412224899,1,1,4,1,0,0.062248952
3.49,38,190,0,1,0,2683.9,0,0,0,0,5,0.518356545,0,123,4.6,1,0,0.107586207
0.99,33,531,0,1,0,2621.65,0,1,0,0,3,0,0,4,3,1,0,0.064443248
1.24,38,1066,0,1,0,1810.26,1,1,1,9,4,0,0,,,1,0,0.038912441
2,57,460,0,4,0,2012.6,1,1,1,0,5,0.371668216,0,47,4.2,1,0,0.050747443
3.5,31,98,0,1,0,1151.5,0,0,0,0,4,0.038007355,0,6,4.3,1,0,0.016210224
1.99,36,308,0,1,0,15385,0,0,0,0,2,0.431659332,1,2,4,1,0,0.036333311
1.99,36,308,0,1,0,18014.91,1,1,1,4,2,0.430596651,0,2,4,1,0,0.065012493
3.5,30,110,0,1,0,4546.5,1,0,1,0,2,0.603477306,0,1,5,1,0,0.148780123
1.99,35,128,0,1,0,0,0,0,0,0,6,0,0,4,3,1,0,
0.99,33,531,0,1,0,6035.48,1,1,1,2,3,0,0,4,3,1,0,0.051628194
1.25,22,199,0,1,0,18178.5,0,0,0,0,3,0.457935147,0,4,4,1,0,0.041602028
1.99,33,244,0,1,0,7908.26,0,0,0,0,4,0.246850183,1,3,2.7,1,0,0.063768313
3.5,26,102,0,1,0,4933.5,1,0,1,0,3,0.170006443,0,5,4.4,1,0,0.364803243
1.65,33,271,0,1,0,5794,0,0,0,0,3,0.531471945,0,103,4.8,1,0,0.082015864
3.5,28,111,0,1,0,1099.5,0,0,0,0,2,0.382920385,0,1,3,1,0,0.321589883
1.35,37,165,0,4,0,5435.55,0,0,0,0,3,0.319882249,0,2,4.5,1,0,0.050688719
1.35,36,180,0,1,0,3843.95,0,0,0,0,3,0.415686885,0,3,5,1,0,0.049529434
1.25,24,220,0,1,0,17587.5,0,0,0,0,4,0.331489108,0,6,4.8,1,0,0.03520319
1.25,45,68,0,4,0,712.7,1,1,1,1,2,0.664623622,0,1,5,1,0,0.073189608
1.99,36,308,0,1,0,17926.99,0,0,0,0,2,0.422825742,0,2,4,1,0,0.09159569
3.5,26,247,0,1,0,7625.86,1,1,1,1,2,0.556807174,0,4,4,1,0,0.018921402
3.5,32,92,0,1,0,143220,1,0,1,0,2,0.404293521,1,3,5,1,0,0.056169625
1.5,33,384,0,1,0,4314.24,1,1,1,2,3,0.311873551,0,102,4.8,1,0,0.030056884
1.49,31,96,0,3,0,0,0,0,0,0,3,0,0,4,4,1,0,
3.5,30,110,0,1,0,9120,1,0,1,0,2,-0.251362323,1,7,5,1,0,0.00843593
1.5,28,101,0,3,0,8741.9,0,0,0,0,4,0.480470141,0,3,3,1,0,0.053402249
5,17,111,0,1,0,31374,0,0,0,0,0,0.36117515,1,11,1.5,1,0,0.03427065
2,48,108,0,5,0,5358,1,0,0,0,4,0.366076469,0,32,4.4,1,0,0.01496334
1.25,22,199,0,1,0,20210.1,0,1,0,1,0,0.387873279,1,4,4,1,0,0.053191706
3.5,26,565,0,1,0,10531.7,1,1,1,3,3,0.496550038,0,5,4.2,1,0,0.0499016
2.99,26,565,0,1,0,8507.09,1,1,1,3,3,0.497625252,0,5,4.2,1,0,0.014629305
1.5,33,384,0,1,0,4368.16,1,0,1,0,3,0.251752411,0,102,4.8,1,0,0.0344767
3.6,26,344,0,1,0,14175.9,1,1,1,1,2,0.421359529,0,4,4,1,0,0.037524114
1.65,33,271,0,1,0,3895.2,1,1,1,1,3,0.580743487,0,103,4.8,1,0,0.034040654
1.25,24,220,0,1,0,12542.5,0,1,0,1,2,-0.754406931,0,6,4.8,1,0,0.059867208
1,35,342,0,1,0,2030,0,0,0,0,0,0,1,1,1,1,0,0.215405996
3.5,26,247,0,1,0,4253.04,1,1,1,1,2,0.582751287,0,4,4,1,0,0.070792905
1.35,33,95,0,1,0,2274.6,0,0,0,0,3,0.432831895,1,5,4.6,1,0,0.056922435
1.25,23,92,0,1,0,1925.5,0,0,0,0,3,0.406210521,0,3,3.7,1,0,0.058416938
1.25,24,220,0,1,0,12542.5,0,0,0,0,4,-0.754406931,0,6,4.8,1,0,0.059867208
1.5,39,96,0,1,0,5700.8,1,0,1,0,3,0.459548578,0,7,4.4,1,0,0.031061337
2.25,47,88,0,1,0,6518.25,0,0,0,0,3,0.401619158,1,4,3.2,1,0,0.069490305
1.25,28,101,0,3,0,5363.1,0,0,0,0,4,0.376534069,0,3,3,1,0,0.11978483
3.5,26,247,0,1,0,47528,1,1,1,1,2,0.533212259,0,4,4,1,0,0.085210599
3.5,34,274,0,1,0,35805.55,0,0,0,0,3,0.474811897,1,92,4.6,1,0,0.060956947
1.8,30,246,0,1,0,7272.3,1,1,1,2,3,0.738901027,0,3,5,1,0,0.021973226
1.25,24,220,0,1,0,9573.75,0,0,0,0,0,0.215313075,0,6,4.8,1,0,0.064062509
3,24,109,0,1,0,30045,0,1,0,2,0,0.199495879,0,71,4.7,1,0,0.02834949
1.5,30,331,0,1,0,3508.8,1,0,1,0,3,0.546082457,1,6,4.7,1,0,0.08885895
3.5,28,109,0,1,0,5937,1,1,1,2,2,0.385579414,0,1,3,1,0,0.062991446
1.25,27,203,0,1,0,3516,0,0,0,0,2,0.336860153,1,1,1,1,0,0.074794185
1.25,45,68,0,4,0,663.75,0,0,0,0,4,0.344775916,0,1,5,1,0,0.058815858
3.5,32,32,0,1,0,2453.5,1,1,0,0,2,0.340447257,0,1,5,1,0,0.374584718
3.5,32,92,0,1,0,7633.5,1,0,1,0,2,0.343170644,0,1,5,1,0,0.222005942
1.99,36,308,0,1,0,16540.14,1,1,1,4,2,0.423706555,0,2,4,1,0,0.087612058
2,47,194,0,1,0,1710,1,1,1,1,3,0.414048503,0,,,1,0,0.099934683
1.5,43,197,0,1,0,19281,1,0,1,0,2,0.450799863,0,6,4.2,1,0,0.017868976
1.25,42,94,0,1,0,9012,0,0,0,0,5,0.391056955,0,68,4.4,1,0,0.068918081
1.25,24,220,0,1,0,12733.75,0,0,0,0,4,0.38739004,1,6,4.8,1,0,0.041057309
1.99,33,244,0,1,0,7822.31,0,0,0,0,0,0.431791251,1,3,2.7,1,0,0.045481402
3,26,109,0,3,0,3168,1,0,1,0,2,0.586480126,0,1,5,1,0,0.076168182
1.65,33,271,0,1,0,24436.3,1,0,1,0,3,0.491990882,1,103,4.8,1,0,0.103755908
5,17,109,0,1,0,1735,0,0,0,0,0,0.261162803,0,11,1.5,1,0,0.013424061
2,37,221,0,1,0,214,0,0,0,0,5,0.759598885,0,2,5,1,0,0.039851963
1.8,30,246,0,1,0,4772.18,1,0,1,0,3,0.775908356,0,3,5,1,0,0.035016748
1.5,24,368,0,1,0,13201.5,0,0,0,0,4,0.32166927,1,6,4.8,1,0,0.115435433
1.5,18,458,0,1,0,31863.2,0,0,0,0,0,0.451052991,0,4,3,1,0,0.063475116
1.25,26,70,0,3,0,2221.5,0,0,0,0,2,0.384553836,0,,,1,0,0.052526575
1.99,33,244,0,1,0,8823.75,0,0,0,0,4,0.330695561,0,3,2.7,1,0,0.062212626
1.25,36,182,0,4,0,3625.1,0,0,0,0,0,0.240029537,0,1,5,1,0,0.06818619
3.5,59,312,0,1,0,14297.5,0,0,0,0,3,0.439432033,0,11,4.9,1,0,0.044669479
1.65,33,271,0,1,0,27354.95,0,0,0,0,3,0.491893854,1,103,4.8,1,0,0.101889541
2.75,49,199,0,1,0,12197.3,1,0,1,0,3,0.406866788,1,6,4.3,1,0,0.060503425
3,31,96,0,3,0,0,0,0,0,0,3,0,1,4,4,1,0,
3.49,38,190,0,1,0,1773.82,0,0,0,0,5,0.619930261,0,123,4.6,1,0,0.021839311
5,22,46,0,1,0,1085,0,0,0,0,0,0.505752817,0,5,2.4,1,0,0.023457954
2,37,221,0,1,0,3491,0,0,0,0,5,0.557624468,1,2,5,1,0,0.12845108
3,26,109,0,3,0,3078,1,0,1,0,2,0.586480126,0,1,5,1,0,0.154861664
1.35,27,186,0,1,0,5078.25,0,0,0,0,2,0.336569751,1,4,4,1,0,0.082205692
1.99,36,308,0,1,0,15524.91,0,0,0,0,2,0.423561349,0,2,4,1,0,0.078574381
1.35,23,92,0,1,0,3131.55,0,0,0,0,3,0.350019543,0,3,3.7,1,0,0.042205939
1,33,307,0,1,0,4914,1,0,1,0,3,0,0,1,1,1,0,0.112885929
1.25,22,199,0,1,0,20595.4,0,0,0,0,0,0.436153111,0,4,4,1,0,0.040033926
1.5,25,560,0,1,0,8387.9,0,0,0,0,4,0,1,5,3.4,1,0,0.016126742
1.25,36,182,0,4,0,3082.25,0,0,0,0,3,0.391972753,0,1,5,1,0,0.071115876
1.5,33,384,0,1,0,5702.91,1,1,1,2,3,0.420733839,1,102,4.8,1,0,0.073452699
1.49,31,96,0,3,0,0,1,0,1,0,3,0,0,4,4,1,0,
1.35,27,203,0,1,0,4376.4,0,0,0,0,2,0.285044277,0,4,4,1,0,0.054274687
3.5,28,111,0,1,0,2330.5,0,0,0,0,2,0.265468134,0,1,3,1,0,0.109485095
3.5,32,312,0,1,0,14338,1,0,0,0,2,-0.216930639,1,9,4.9,1,0,0.008657829
4,34,274,0,1,0,7988.35,1,0,0,0,3,0.517634939,0,92,4.6,1,0,0.013269453
1.99,33,244,0,1,0,7732.07,0,0,0,0,0,0.422477617,0,3,2.7,1,0,0.070313889
2,30,324,0,1,0,5382.8,1,1,1,2,2,0.399528722,0,6,4.3,1,0,0.04091596
1,35,342,0,1,0,2718.35,0,0,0,0,0,0,0,1,1,1,0,0.099950121
3.5,26,247,0,1,0,28254.16,0,0,0,0,3,0.586423471,0,4,4,1,0,0.067608517
1.5,28,502,0,1,0,4379,0,0,0,0,4,0.451268216,0,3,3,1,0,0.033192053
1.65,33,384,0,1,0,13336.15,0,0,0,0,3,0.426030619,0,103,4.8,1,0,0.023698069
1.25,25,110,0,1,0,7556,0,0,0,0,0,0,1,1,1,1,0,0.067832586
3,26,109,0,3,0,6617,1,0,1,0,2,0.37981393,0,1,5,1,0,0.110185809
5,38,230,0,1,0,1883,0,0,0,0,5,0.598353212,1,123,4.6,1,0,0.095114249
2.99,26,565,0,1,0,5288.19,1,1,1,3,3,0.538026221,0,5,4.2,1,0,0.098885733
3.5,26,353,0,1,0,11660.8,1,1,1,2,3,0.467212118,1,5,4.2,1,0,0.091815514
1.25,36,182,0,4,0,1987.5,0,0,0,0,3,0.40020288,0,1,5,1,0,0.04044336
3.5,31,98,0,1,0,5416,1,0,1,0,4,0.365717198,0,6,4.3,1,0,0.013991635
1.25,27,203,0,1,0,2858.5,0,0,0,0,2,0.337266133,1,1,1,1,0,0.072891619
1.65,33,271,0,1,0,6836.05,1,1,1,1,3,0.547757248,1,103,4.8,1,0,0.085580159
1.25,28,101,0,3,0,3790,0,0,0,0,4,0.459070253,1,3,3,1,0,0.049529613
3,26,102,0,1,0,7683,1,0,1,0,3,0.437715898,0,1,5,1,0,0.143663562
1.99,36,308,0,1,0,17057.78,0,0,0,0,2,0.423538504,0,2,4,1,0,0.091644969
3,24,110,0,1,0,3199.2,0,1,0,2,0,0.606349889,0,71,4.7,1,0,0.232721325
1.5,25,110,0,1,0,7853,0,0,0,0,4,0,0,3,2.3,1,0,0.071634495
1.8,30,246,0,1,0,5132.07,1,1,1,2,3,0.475896909,0,3,5,1,0,0.061212762
1.25,29,360,0,1,0,4808.75,0,0,0,0,3,0.39053796,0,2,5,1,0,0.055397579
2,57,460,0,4,0,2012.35,1,1,1,0,5,0.421443817,0,47,4.2,1,0,0.06187999
1.35,29,433,0,1,0,11671.95,0,0,0,0,0,0.362443054,1,4,5,1,0,0.080409881
2,57,460,0,4,0,2049.2,1,1,1,0,5,0.356465092,0,47,4.2,1,0,0.063068526
2.25,33,203,0,1,0,5691.15,0,0,0,0,2,0.369976954,0,3,5,1,0,0.07619525
3,26,109,0,3,0,3063,0,0,0,0,2,-7.447371861,1,1,5,1,0,0.044379071
