SR_PARSED_PRICE,COMP_TITLE_LENGTH,COMP_DESCRIPTION_LENGTH,COMP_IMG_COUNT,RETAIL_SALES_VALUE,RETAIL_SALES_UNIT,SEARCH_TERM_IN_NAME,SEARCH_TERM_IN_DESC,SEARCH_TERM_COUNT_IN_NAME,SEARCH_TERM_COUNT_IN_DESC,SEARCH_TERM_FW_POS_IN_TITLE,Retailer_Margin,LAST_1_WEEK_SALES,LAST_2_WEEK_SALES,LAST_4_WEEK_SALES,LAST_8_WEEK_SALES,LAST_16_WEEK_SALES,HOLIDAY_FLAG,FB_FEEDBACK_COMMENT_COUNT,FB_FEEDBACK_AVG_RATING,AV_OOS
3.5,28,109,1,1211,346,0,0,0,0,2,0.508917149,2163,3541,4599,6813,6813,0,1,3,0
1.5,43,197,1,21827,14486,1,0,1,0,3,0.452840018,27330,38236,50334,131134,241296,0,6,4.2,0
1.8,30,246,1,31561.44,18868,1,0,1,0,3,0.392415361,25274,32136,46776,61739,85058,1,3,5,0
5,22,71,4,1484,371,0,0,0,0,0,0.305024674,788,1120,1573,2261,4501,0,1,4,0
1.25,28,101,3,5386.55,4309,0,0,0,0,4,0.417515699,13617,23869,39615,54643,75449,0,3,3,0
4,26,565,1,9373.8,2333,1,1,1,2,2,0.608623466,7000,10479,15219,27468,65853,1,5,4.2,0
1.24,42,259,1,1561,1555,1,0,1,0,5,0,2658,3170,4179,7052,14421,1,5,3.4,0
2,57,460,4,1910.3,955,1,1,1,0,5,0.360692963,1904,2882,4717,7780,13470,0,46,4.2,0
1.49,26,109,3,3065.87,1708,1,0,1,0,2,0.482006349,3393,4752,5571,6565,93905,0,1,5,0
2.99,26,565,1,8507.09,2827,1,1,1,3,3,0.497625252,4443,5460,20401,42471,69518,0,5,4.2,0
3.5,49,312,1,9042.5,2583,0,0,0,0,3,0.486698876,4779,5627,10117,46394,448380,0,10,4.9,0
1.8,30,246,1,9731.1,6486,1,0,1,0,3,0.417191152,21442,28858,57401,85309,109191,0,3,5,0
3,30,366,1,13101,4367,1,1,1,1,2,0.577809742,8734,16007,46205,71268,126553,0,13,3.7,0
2,41,342,1,5486,2743,1,0,1,0,2,0.299988373,8698,14527,28328,36399,61654,1,6,4.2,0
3,26,102,1,129620,64800,0,0,0,0,3,0.398182856,96220,123212,157225,166471,171343,1,2,4.5,0
3,31,96,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0
3.5,49,110,1,6111,1746,1,0,1,0,2,0.441536236,3839,6579,11232,13462,106162,1,7,5,0
4,34,274,1,14115.5,4343,1,0,0,0,3,0.451887166,6506,8004,15110,70208,115435,0,92,4.6,0
1.25,18,441,1,29223.5,23374,0,0,0,0,0,0.412022818,44700,66202,106872,187476,336472,0,4,3,0
3,26,102,1,1695,565,1,0,1,0,3,0.229217183,902,914,956,956,956,0,1,5,0
3,24,109,1,7168,3555,0,1,0,2,0,0.319371167,6873,8600,10817,57219,88318,1,71,4.7,0
3.5,31,98,1,2555,730,1,0,1,0,4,0.038007355,1973,3974,16460,41538,77301,1,6,4.3,0
1.25,37,165,4,3063.7,2447,0,0,0,0,3,0.293100742,4691,7413,14047,26193,45912,0,1,4,0
0.99,35,371,1,3544.42,3568,0,0,0,0,0,0,11784,15897,23123,35327,52877,1,6,4.2,0
2.99,26,247,1,6184.29,2063,1,1,1,2,3,0.27637792,5936,9391,16035,52365,82479,0,4,4,0
2.99,26,247,1,7275.22,2433,0,0,0,0,3,0.422407242,5463,8234,13048,24595,82756,0,4,4,0
1.35,42,74,1,13215.9,9740,0,0,0,0,5,0.430800657,19044,28392,47052,79958,139930,0,68,4.4,0
3.5,28,109,1,5937,1979,0,0,0,0,2,0.385579414,3722,4451,5106,9359,11573,0,1,3,0
2,44,315,1,10124,5062,0,0,0,0,3,0,9255,12111,12862,12862,12862,1,1,5,0
7,38,286,1,6905.5,1534,0,0,0,0,5,0.387282475,3900,4834,5270,6357,6995,1,2,3,0
1.25,18,159,3,25521,20412,0,0,0,0,3,0.382818787,39468,57700,94744,164536,361466,1,3,2.3,0
4,34,274,1,14115.5,4343,0,0,0,0,3,0.451887166,6506,8004,15110,70208,115435,0,92,4.6,0
2,30,324,1,5220.1,2610,1,1,1,2,2,0.528101486,5074,7406,12781,29465,63008,1,6,4.3,0
3.6,26,353,1,7099.65,1964,0,0,0,0,3,0.519654085,4688,9878,15785,24274,45558,0,4,4,0
1.35,29,360,1,7976.35,5905,0,0,0,0,3,0.274300262,13341,21250,36345,63613,96968,0,3,5,0
1.5,25,110,1,11602.2,7726,0,0,0,0,4,0,15456,22064,30511,62308,134161,1,5,3.4,0
1.35,32,119,4,1334.4,982,1,0,1,0,3,0.36481083,2023,3087,5178,9173,16505,1,4,4,0
1.25,24,220,1,12733.75,10187,0,0,0,0,4,0.38739004,20320,30160,48387,115823,239665,1,6,4.8,0
3.5,28,111,1,2002,572,0,0,0,0,2,0.508917149,1058,1427,3070,3272,3272,0,1,3,0
1.65,33,271,1,5794,3500,1,1,1,1,3,0.531471945,9160,18280,34923,47156,111198,0,103,4.8,0
2,30,324,1,1478.55,739,1,0,1,0,3,0.320529577,2432,4673,11157,24005,50860,0,6,4.3,0
3.5,26,247,1,12452.5,4150,1,1,1,2,3,0.513245762,6464,8119,10315,35703,64255,0,4,4,0
3,18,101,3,2154,718,1,0,1,0,2,0.58324795,1399,2036,3868,11378,25697,0,1,5,0
1.99,33,244,1,18113.26,9070,0,0,0,0,0,0.328874985,13639,18238,41696,58287,82883,1,3,2.7,0
3.5,30,110,1,5904.5,1901,1,0,0,0,2,0.36354627,2923,3518,4131,17831,216833,0,7,5,0
3.49,38,190,1,2683.9,802,0,0,0,0,5,0.518356545,3662,7250,16180,22460,33350,0,123,4.6,0
3,24,110,1,3199.2,1066,0,0,0,0,0,0.606349889,3047,27092,60149,77813,103321,0,71,4.7,0
3.5,31,98,1,16980,8490,0,0,0,0,4,-0.218736525,12486,14012,21264,57834,75350,1,6,4.3,0
1.99,36,308,1,17778.26,8926,0,0,0,0,2,0.430671192,17148,24859,40171,55391,171131,0,2,4,0
1.49,51,560,1,16429.88,10949,1,0,0,0,4,0,20959,30614,49400,71110,120099,0,6,3.6,0
1.65,33,271,1,14752.65,10919,0,0,0,0,3,0.425793765,19967,28041,34110,78520,131051,1,103,4.8,0
0.99,30,331,1,4962.32,4999,1,1,1,2,2,0.3380655,8562,10254,18744,26443,65681,0,6,4.7,0
3.5,31,98,1,11821.5,5699,1,0,1,0,4,0.418592408,21999,31238,42269,56812,62607,0,6,4.3,0
1.5,24,368,1,13707,9137,0,0,0,0,0,0.321666428,36920,69521,133868,163355,241624,1,6,4.8,0
4,34,274,1,6061,1515,1,1,1,1,4,0.554708139,7106,21657,48762,82483,116692,0,92,4.6,0
1.25,29,360,1,5172.25,4133,0,0,0,0,3,0.389205099,8339,12677,20652,35216,66609,0,2,5,0
1.25,24,368,1,11930,9544,0,0,0,0,0,0.251290849,19052,28785,48672,87577,164139,0,6,4.8,0
3.5,31,98,1,6029,2001,0,0,0,0,4,-0.117484738,10491,14487,17566,55734,76646,1,6,4.3,0
0.99,33,307,1,6222.48,6267,1,0,1,0,3,0,12132,17925,28403,48698,93894,1,4,3,0
3.6,26,353,1,7099.65,1964,1,1,1,2,2,0.519654085,4688,9878,15785,24274,45558,0,4,4,0
1.25,18,441,1,56460,45160,0,0,0,0,0,0.430024885,119914,148088,192788,276236,429032,0,4,3,0
1.5,38,368,1,11087.2,7390,1,1,1,0,3,0.37275081,13853,19330,25624,43727,149059,0,7,4.8,0
1.99,33,244,1,4615.89,2307,0,0,0,0,0,0.336500279,6667,9287,15906,28173,59201,0,3,2.7,0
1.25,28,101,3,5551.25,4441,0,0,0,0,4,0.421814432,8428,12068,17826,28816,48379,0,3,3,0
4,34,274,1,12341,3085,1,0,0,0,3,0.486770627,7624,14240,23853,34620,116977,0,92,4.6,0
3,31,96,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0
3.5,31,98,1,4351.5,1243,1,0,1,0,4,0.038228427,3244,11734,17256,50047,77230,1,6,4.3,0
1.49,30,366,1,9887.66,6635,1,1,1,1,2,0.344285848,10189,14362,32663,54127,372718,0,11,3.7,0
2,47,88,1,5714,2855,0,0,0,0,3,0.408263481,6209,9372,14468,15628,15628,0,3,2.7,0
2,49,199,1,10870,5435,1,0,1,0,2,0.449416813,11055,23179,34683,48556,72969,1,5,4.2,0
1.25,18,159,3,23390.5,18708,0,0,0,0,3,0.443111302,35632,52774,93468,167800,306106,0,3,2.3,0
1.25,45,68,4,633.75,507,0,0,0,0,4,0.387734939,970,1366,2285,4143,4683,0,1,5,0
3.5,23,289,4,5912.36,1746,0,0,0,0,3,0.368469044,6647,9438,17002,29802,48983,1,91,4.6,0
1.8,30,246,1,11040.3,7359,1,0,1,0,3,0.445886014,14640,20996,27611,36079,68251,0,2,5,0
1.99,36,308,1,15462.91,7753,1,1,1,4,2,0.350017751,15312,21673,24474,41328,212711,0,2,4,0
1.8,30,246,1,5132.07,2851,1,1,1,2,3,0.475896909,7144,14494,25887,42045,120073,0,3,5,0
1.8,30,324,1,8017.45,5343,1,0,1,0,3,0.423581479,9204,10080,13220,36348,71581,0,4,5,0
1.25,18,441,1,35224.5,28174,0,0,0,0,0,0.412018944,51548,72874,115470,196224,346406,0,4,3,0
1.25,25,110,1,11905.25,9507,0,0,0,0,4,0,18138,27048,45278,78694,134554,0,3,2.3,0
0.99,26,607,1,999.9,1010,0,0,0,0,0,-0.029353477,2683,4500,9518,15939,27629,1,8,4.1,0
1.25,42,94,1,9347.5,7448,0,0,0,0,5,0.384615758,14470,21098,32034,61574,116118,0,68,4.4,0
2,30,324,1,6865.45,3432,1,1,1,2,2,0.44835569,5993,8434,13053,18138,42175,1,6,4.3,0
3,30,366,1,12441,4147,0,0,0,0,2,-1.824095892,8496,12863,24503,70217,119446,1,13,3.7,0
1.49,30,366,1,12022.81,8069,0,0,0,0,2,0.344185695,14704,18258,31239,57090,347313,0,11,3.7,0
2,49,199,1,3578,1789,1,0,1,0,3,0.449416813,4599,10034,27778,43633,74503,1,5,4.2,0
3,24,109,1,4504.3,1727,0,0,0,0,0,0.476123636,2831,3944,20045,67628,89406,0,71,4.7,0
3.5,32,92,1,11578.5,5784,1,0,1,0,2,0.430566195,10810,13232,17202,26019,29047,0,3,5,0
1.5,24,368,1,11678.7,7785,0,0,0,0,4,0.321661894,17081,25881,62801,168179,237496,1,7,4.8,0
3.49,38,190,1,2282.86,654,0,0,0,0,5,0.509797989,1322,2124,8572,20906,32044,0,123,4.6,0
1.8,30,246,1,10219.8,6812,1,1,1,2,3,0.417168025,13298,28254,45345,84840,113560,0,3,5,0
2,44,315,1,8386,4193,1,0,1,0,5,0,7049,7799,7800,7800,7800,0,1,5,0
1,33,307,1,6014.9,6011,1,0,1,0,3,0,11739,17416,45132,80396,106384,0,1,1,0
1.25,36,182,4,2602.25,2076,0,0,0,0,3,0.259922969,4353,6894,11996,21689,36421,1,1,5,0
3,26,109,3,3065.87,1708,0,0,0,0,2,0.482006349,3393,4752,5571,6565,93905,0,1,5,0
3.5,49,110,1,8943,2555,1,0,1,0,2,0.44156746,4301,6394,11886,15816,37327,0,7,5,0
1.25,22,199,1,83818.5,67044,0,0,0,0,0,0.421068767,92122,113042,149272,220022,348132,0,4,4,0
5,17,111,1,1685,337,0,0,0,0,0,0.440895362,605,754,1327,3117,14239,1,11,1.5,0
1.8,30,246,1,4338,2655,1,1,1,2,3,0.454483311,10244,17500,25783,46963,96686,0,4,5,0
3.5,30,110,1,1428,408,1,0,0,0,2,0.335628788,625,671,794,794,794,0,1,5,0
0.99,30,331,1,4630.69,4139,1,0,1,0,3,0.389016645,10207,16154,24716,38183,70655,1,6,4.7,0
1.25,42,94,1,9347.5,7448,0,0,0,0,5,0.384615758,14470,21098,32034,61574,116118,0,68,4.4,0
1.99,33,244,1,7822.31,3923,0,0,0,0,0,0.431791251,7714,11255,17391,27908,77856,1,3,2.7,0
3.5,28,109,1,1081.5,309,0,0,0,0,2,0.473353783,655,2472,4422,6920,7122,1,1,3,0
3.5,31,98,1,8093,4045,0,0,0,0,4,0.431714841,7140,9323,10932,13655,15535,0,1,5,0
1.25,33,95,1,2261.8,1794,0,0,0,0,3,0.302882578,3710,5519,8806,13814,24528,0,1,5,0
3.5,30,30,1,759.5,217,1,1,1,1,2,0.335628788,263,386,386,386,386,0,1,5,0
3,26,109,3,4887,2289,1,0,1,0,2,0.371117518,3308,4348,7091,10954,41374,0,1,5,0
4,34,274,1,17130.5,5270,1,1,1,1,4,0.368392522,9613,11776,14789,62036,117597,1,92,4.6,0
1.99,36,308,1,12689.47,6361,1,1,1,4,2,0.350162375,8171,9162,22575,31935,220667,0,2,4,0
1.65,33,384,1,5794,3500,1,1,1,2,3,0.531471945,9160,18280,34923,47156,111198,0,103,4.8,0
1.25,23,92,1,2163.75,1725,0,0,0,0,3,0.348641412,2464,2714,6170,13507,26978,1,3,3.7,0
5,22,71,4,1484,371,0,0,0,0,0,0.305024674,788,1120,1573,2261,4501,0,1,4,0
1.25,18,441,1,22519.5,18012,0,1,0,1,0,0.430037832,105306,160394,280308,374684,531590,0,4,3,0
1.65,33,271,1,5672.35,3737,0,0,0,0,3,0.538638755,6069,8008,30220,81061,115590,0,103,4.8,0
3,24,110,1,10817,5395,0,0,0,0,0,0.356960486,10282,12190,14616,73699,112940,1,72,4.7,0
1.65,48,197,1,26556.6,16004,1,0,0,0,3,0.445718329,30928,46562,75616,118598,262700,0,6,4.2,0
5,38,325,4,5792,1654,0,0,0,0,5,0.42548862,3488,4716,6078,7196,12438,0,123,4.6,0
1.35,29,360,1,7976.35,5905,0,0,0,0,0,0.274300262,13341,21250,36345,63613,96968,0,3,5,0
1.35,29,360,1,9165.55,6960,0,0,0,0,3,0.300426119,11705,14708,29314,51507,108455,0,3,5,0
1.25,18,159,3,25521,20412,0,0,0,0,3,0.382818787,39468,57700,94744,164536,361466,1,3,2.3,0
5,17,111,1,2298,573,0,1,0,2,0,0.40503751,1107,1494,2137,4554,20249,0,11,1.5,0
3.5,26,102,1,4313.8,1402,1,0,1,0,3,0.383337529,2025,2518,3141,12461,178139,0,5,4.4,0
0.99,26,182,1,1222.76,1235,1,1,1,2,2,-1.327180481,2395,3718,6121,10322,21962,0,7,4,0
1.25,25,110,1,9298.75,7433,0,1,0,1,0,0,14252,19842,31444,63225,127774,0,1,1,0
3.6,26,353,1,8208,2724,1,1,1,2,3,0.353973214,7914,11905,15786,24738,46365,0,4,4,0
1.5,38,368,1,9695.3,6463,1,0,1,0,2,0.372678089,11940,14432,26371,42637,168012,0,7,4.8,0
3.5,30,110,1,5484.5,2425,1,0,0,0,2,0.386364051,3724,5053,6770,8720,9106,0,1,5,0
1.25,33,95,1,1460,1154,0,0,0,0,3,0.398654771,2457,3665,6422,10881,18428,0,1,5,0
1.25,22,199,1,19597.3,15674,0,0,0,0,0,0.436143375,31012,47484,78052,136974,330850,0,4,4,0
1.35,33,95,1,3452.4,2542,0,0,0,0,3,0.220505922,5138,7665,12637,21245,38452,1,5,4.6,0
1.25,18,159,3,22795,18232,0,0,0,0,0,0.436746497,36472,55276,90078,157152,415224,0,3,2.3,0
1.25,22,199,1,18712.5,14964,0,1,0,1,0,0.457973506,29990,44322,68942,168842,356862,1,4,4,0
5,38,325,4,5792,1654,0,0,0,0,5,0.42548862,3488,4716,6078,7196,12438,0,123,4.6,0
1.35,29,433,1,12407.1,9189,0,0,0,0,0,0.361591548,17576,26034,37739,59605,111161,1,4,5,0
1.25,24,220,1,12088.75,9671,0,1,0,1,2,-0.754406931,19705,28697,48135,82925,162481,0,6,4.8,0
1.25,22,199,1,17919.2,14332,0,1,0,1,0,0.570292264,27356,38952,70904,208208,351696,0,4,4,0
5,17,111,1,2144,534,0,0,0,0,0,0.405705838,921,1217,1847,6554,20512,0,11,1.5,0
1.99,33,203,1,4515.37,2269,0,0,0,0,2,0.42394636,4454,6597,10593,16895,32735,0,1,5,0
1.5,43,197,1,22999.2,14754,1,0,1,0,2,0.409973529,29054,43540,67290,112650,248954,1,6,4.2,0
3.5,31,98,1,18516,9239,0,0,0,0,4,0.398227381,16169,20270,29535,36422,40922,1,2,5,0
3.5,26,247,1,47528,15412,1,1,1,1,2,0.533212259,24032,32104,47291,60022,94730,0,4,4,0
1.65,33,271,1,8290.5,4994,1,1,1,1,3,0.532670828,11787,22706,39828,51954,137842,0,103,4.8,0
0.99,26,182,1,1162.26,1174,1,1,1,2,3,0.560633918,2291,3624,6087,11018,21326,0,8,4.1,0
1.25,22,199,1,22181,17738,0,0,0,0,3,1.495361762,35344,51580,88488,154474,278976,0,4,4,0
1.8,30,246,1,6770.49,4077,1,1,1,2,3,0.473459553,10889,17375,39747,81558,115512,0,3,5,0
3.5,59,312,1,14297.5,4085,1,0,1,0,3,0.439432033,7708,11753,23695,33491,90554,0,11,4.9,0
3.5,26,565,1,18739.5,6057,1,1,1,3,3,0.586200856,14783,18550,25079,38545,64902,1,5,4.2,0
1.25,22,199,1,16280,13024,0,0,0,0,3,0.570191523,24620,45428,68128,240814,351668,0,4,4,0
1.25,24,220,1,12300,9840,0,0,0,0,4,0.331489108,19377,28067,49185,140389,235906,0,6,4.8,0
3,31,96,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0
1.25,23,92,1,2526.5,2013,0,0,0,0,0,0.242154941,6615,10073,19260,25287,36851,0,3,3.7,0
1.25,23,92,1,2023.75,1608,0,0,0,0,3,0.342660565,3099,3818,6595,14883,24566,0,3,3.7,0
1.25,25,110,1,6953.5,5561,0,0,0,0,4,0,11602,18540,34897,68747,119921,1,1,1,0
1,33,156,1,2004,2004,1,0,1,0,3,0.496720255,3856,5645,9265,14491,28630,0,6,5,0
1.35,33,95,1,3602.7,2667,0,0,0,0,3,0.409494477,5228,7797,12800,22895,40137,1,5,4.6,0
1.8,30,246,1,6770.49,4077,1,1,1,1,2,0.473459553,10889,17375,39747,81558,115512,0,3,5,0
0.99,33,531,1,14233.56,14314,1,1,1,2,3,0,21322,27994,39577,62875,103451,1,4,3,0
1.25,42,94,1,7250.5,5780,0,0,0,0,5,0.384310059,13292,20700,35320,62896,106284,1,68,4.4,0
1.8,30,246,1,7202.78,4293,1,1,1,1,2,0.437693875,11643,18329,25687,45680,124503,0,3,5,0
1.99,35,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
1.8,30,246,1,5049.18,2805,1,1,1,2,3,0.475888019,5656,9949,23985,38038,115519,0,3,5,0
1.25,23,92,1,2204.25,1753,0,0,0,0,3,0.415474526,3696,5766,9431,14418,26765,1,3,3.7,0
1.65,33,384,1,12315.3,9120,1,1,1,2,3,0.425624522,18989,25763,31325,45992,115584,0,103,4.8,0
1.25,42,94,1,7688.5,6132,0,0,0,0,5,0.384231463,11628,16002,22552,47616,84386,0,67,4.4,0
3.5,28,109,1,3527,1378,1,1,1,2,2,0.32846822,1950,2436,3736,4650,4650,0,1,3,0
3.5,62,98,1,4858.5,1388,0,0,0,0,5,0.423816954,2648,4258,8040,11610,36848,0,6,4.3,0
1.99,33,455,1,8364.7,4192,0,0,0,0,4,0.145280011,6556,11448,14997,28596,57167,0,3,2.7,0
1.8,30,246,1,10922.7,7281,1,0,1,0,3,0.445856544,13637,18108,22244,31163,67903,0,2,5,0
2,48,108,5,2280,1140,1,0,0,0,4,0.363059348,2450,3767,6352,16098,26171,0,32,4.4,0
3.5,28,111,1,2330.5,931,0,0,0,0,2,0.265468134,1643,1845,1845,1845,1845,0,1,3,0
1.25,42,94,1,9598.2,7650,0,0,0,0,5,0.384435144,15610,23014,37484,62560,119322,0,68,4.4,1
1.35,32,119,4,1334.4,982,1,0,1,0,3,0.36481083,2023,3087,5178,9173,16505,1,4,4,0
1.25,24,220,1,12166.25,9733,0,0,0,0,0,0.346945661,19760,29620,48260,87940,161194,0,6,4.8,0
1.99,35,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
0.99,26,182,1,1279.08,1292,1,1,1,2,2,0.499464084,4024,6980,12440,20168,81092,0,6,3.8,0
0.99,33,531,1,4723.18,4744,0,1,0,0,3,0,11447,18557,39879,64401,106832,1,4,3,0
2,47,88,1,4214.2,2102,0,0,0,0,3,0.358523797,4957,8311,14338,17730,17730,0,3,2.7,0
3.5,32,92,1,143220,71588,1,0,0,0,2,0.404293521,143358,154177,169350,180768,192613,1,3,5,0
1.35,42,74,1,13368,9714,0,0,0,0,5,0.438779096,19016,27146,40396,70994,162380,1,68,4.4,0
0.99,35,342,1,1743.17,1749,0,0,0,0,0,0,5057,7710,12984,19737,47108,0,6,4.2,0
1.25,18,441,1,109132.5,87294,0,0,0,0,0,0.430002271,142382,187542,290470,377766,530720,0,4,3,0
1.35,42,74,1,13884,10216,0,0,0,0,5,0.434356974,32708,43444,63782,101602,166394,1,68,4.4,0
1.25,24,220,1,12138.75,9711,0,0,0,0,0,-0.754406931,19438,28927,46569,84293,163503,0,6,4.8,0
2,47,88,1,6326.4,3163,1,1,1,1,3,0.407886394,6027,8259,9310,9419,9419,0,2,2,0
2,57,460,4,1932.9,966,1,1,1,0,5,0.367763593,1835,2719,4302,6073,13482,0,46,4.2,0
1.25,44,87,4,777.5,622,1,0,0,0,3,0.407694186,1202,1917,3302,6082,10624,0,1,5,0
3,18,101,3,2154,718,0,0,0,0,2,0.58324795,1399,2036,3868,11378,25697,0,1,5,0
5,17,109,1,1450,290,0,0,0,0,0,0.470322515,1064,2134,7739,15234,22397,0,11,1.5,0
1.25,27,203,1,4331,3430,0,0,0,0,2,0.235269757,6675,9921,15792,25478,44073,0,1,1,0
3.5,26,247,1,4253.04,1215,0,0,0,0,3,0.582751287,2196,6778,20714,36951,64724,0,4,4,0
1.25,24,220,1,12533.75,10027,0,0,0,0,0,0.346945661,19887,28939,48860,88241,159721,0,6,4.8,0
1.35,33,433,1,10374.9,7667,1,0,1,0,3,0.554834652,28035,37170,52883,87087,137503,1,4,5,0
1.35,23,92,1,8286,6136,0,0,0,0,3,0.411385148,9182,12131,18209,30423,44804,1,4,4,0
2.25,33,244,1,6379.95,2813,0,0,0,0,4,0.435193848,5342,7506,10699,39183,95106,0,3,2.7,0
1.25,24,220,1,9573.75,7659,0,0,0,0,0,0.215313075,15919,26561,47594,87215,166119,1,6,4.8,0
5,22,46,1,1085,217,0,0,0,0,0,0.505752817,522,970,1678,2500,19098,0,5,2.4,0
1.35,32,119,4,1334.4,982,1,0,1,0,3,0.36481083,2023,3087,5178,9173,16505,1,4,4,0
3.5,30,110,1,4651.5,1329,1,0,0,0,2,0.603477306,2323,3046,4224,5259,5382,0,1,5,1
1.65,39,458,1,5610.8,3344,1,0,0,0,2,0.440483956,21786,43566,79338,140444,222706,0,5,3.4,0
1,33,307,1,5182.59,5197,0,0,0,0,3,0,10654,16169,25830,49693,117380,0,4,3,0
0.99,26,182,1,1437.48,1452,1,1,1,2,3,0.521391248,2626,3743,6281,11147,21483,0,8,4.1,0
1.25,37,165,4,5115.35,4075,0,0,0,0,3,0.259745922,11841,20291,40100,51336,75733,0,1,4,0
1.99,36,308,1,15595.62,7824,0,0,0,0,2,-0.449379407,16149,23788,39872,70784,139070,0,2,4,0
3,26,102,1,1929,643,0,0,0,0,3,0.219311978,1195,1981,3320,3711,3711,0,1,5,0
1.65,33,271,1,5658,3420,0,0,0,0,3,0.489002029,6920,12580,31569,46971,106417,1,103,4.8,0
4,26,565,1,3671.7,1017,1,1,1,3,3,0.645395881,7806,15958,30741,43630,69763,0,5,4.2,0
1.99,36,308,1,14684.18,7370,0,0,0,0,2,0.411069864,16084,24434,38114,71533,138305,0,2,4,0
1.5,33,384,1,10186.5,7541,1,1,1,2,3,0.346811297,15742,23238,32200,42725,85297,0,102,4.8,0
1.35,37,334,1,6156.45,4538,0,0,0,0,3,0.545515624,16018,20217,30633,44321,78118,1,2,4.5,0
1.5,33,384,1,7767.75,6211,0,0,0,0,3,0.282663554,9082,11415,12881,65241,103162,0,102,4.8,0
1.25,18,441,1,26663.5,21326,0,1,0,1,0,0.412034411,42828,63922,104774,182810,331902,0,4,3,0
1,35,342,1,2718.35,2711,0,0,0,0,0,0,5617,8222,12910,21026,26063,0,1,1,0
3.5,28,109,1,2499,714,1,1,1,2,2,0.486390311,2270,4249,6721,10571,13843,1,1,3,0
2.5,41,342,1,10923.1,4369,1,0,1,0,2,0.432367874,8213,11566,16441,40920,58054,0,7,4.1,0
1.65,48,197,1,28344.7,17126,1,0,1,0,3,0.443611754,33130,48054,78442,130978,262132,0,6,4.2,0
0.99,33,156,1,1970.1,1990,1,1,1,2,2,0.426042989,3874,5715,9455,20185,53367,1,6,5,0
2.99,26,247,1,7275.22,2433,0,0,0,0,3,0.422407242,5463,8234,13048,24595,82756,0,4,4,0
1.35,42,74,1,13368,9714,0,0,0,0,5,0.438779096,19016,27146,40396,70994,162380,1,68,4.4,0
1.25,22,199,1,18178.5,14538,0,0,0,0,3,0.457935147,29138,44102,73460,130032,359694,0,4,4,0
1.35,36,92,1,3214.8,2361,1,0,1,0,4,0.432726063,5536,8664,17846,29834,49599,1,4,4,0
1.35,42,94,1,10308.8,7586,0,0,0,0,5,0.43166173,16074,23886,39790,69106,131152,0,68,4.4,0
3.5,49,312,1,12885.5,4169,1,0,0,0,4,0.418610818,6752,8948,11348,46656,443160,0,10,4.9,0
0.99,33,156,1,1601.82,1618,1,0,1,0,3,0.480884953,2996,4685,8559,16114,39294,0,6,5,0
3.5,28,109,1,2394.5,729,1,1,1,2,2,0.438823211,1038,1384,4579,6937,7851,1,1,3,0
1.99,36,308,1,15385,7711,0,0,0,0,2,0.431659332,15464,23023,31194,48794,208046,1,2,4,0
2.99,26,247,1,7350.28,2458,0,0,0,0,3,0.422431158,4891,7921,13265,23598,80127,0,4,4,0
1.65,33,271,1,6595,4118,0,0,0,0,3,0.571605475,22212,42471,68038,90006,133345,0,103,4.8,0
3,24,109,1,7430,3713,0,1,0,2,0,0.288571493,5783,7330,16163,23575,54687,1,71,4.7,0
1.99,33,203,1,5226.76,2626,0,0,0,0,2,0.392980888,4541,6706,11706,21258,37716,0,3,5,0
0.99,40,419,1,567.27,573,1,0,1,0,4,0.079670387,1513,2136,4512,6162,6260,1,1,5,0
3,18,101,3,2154,718,0,0,0,0,2,0.58324795,1399,2036,3868,11378,25697,0,1,5,0
1.8,30,324,1,8017.45,5343,1,0,1,0,3,0.423581479,9204,10080,13220,36348,71581,0,4,5,0
1.5,18,458,1,25166.2,16774,0,0,0,0,3,0.43598376,20516,36358,93086,134080,461382,0,4,3,0
3.5,26,247,1,15269.5,5087,1,1,1,1,2,0.517725775,9699,13849,17818,31679,62921,1,4,4,0
0.99,30,331,1,6019.86,6068,1,0,1,0,3,0.337667863,12015,17014,22269,34324,69249,0,6,4.7,0
1.35,32,119,1,866.25,641,1,0,1,0,3,0.406308536,1057,1719,3885,9551,17799,0,4,4,0
1.25,22,199,1,17919.2,14332,0,1,0,1,0,0.570292264,27356,38952,70904,208208,351696,0,4,4,0
1.25,37,165,4,3681,2939,0,0,0,0,3,0.412326329,5834,8722,14434,22658,45267,0,1,4,0
2.25,47,124,1,5567.73,2475,0,1,0,1,3,0.345641717,4802,6822,10269,16813,43374,1,4,3.2,0
1.65,33,271,1,8290.5,4994,0,0,0,0,3,0.532670828,11787,22706,39828,51954,137842,0,103,4.8,0
1.25,24,220,1,10862.5,8690,0,0,0,0,0,0.331489108,22760,29808,76126,160842,231038,0,6,4.8,0
1.99,35,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
1.25,22,199,1,22020,17606,0,1,0,1,0,1.495270355,33842,52314,88270,150010,275838,0,4,4,0
