SR_PARSED_PRICE,COMP_TITLE_LENGTH,COMP_DESCRIPTION_LENGTH,COMP_IMG_COUNT,RETAIL_SALES_VALUE,RETAIL_SALES_UNIT,SEARCH_TERM_IN_NAME,SEARCH_TERM_IN_DESC,SEARCH_TERM_COUNT_IN_NAME,SEARCH_TERM_COUNT_IN_DESC,SEARCH_TERM_FW_POS_IN_TITLE,Retailer_Margin,LAST_1_WEEK_SALES,LAST_2_WEEK_SALES,LAST_4_WEEK_SALES,LAST_8_WEEK_SALES,LAST_16_WEEK_SALES,HOLIDAY_FLAG,FB_FEEDBACK_COMMENT_COUNT,FB_FEEDBACK_AVG_RATING,AV_OOS
1.35,36,182,4,3774.95,2796,0,0,0,0,3,0.282977653,5687,8737,14487,26233,44314,0,3,5,0
1,33,307,1,10346.7,10326,1,0,1,0,3,0,25818,30732,39264,56062,61252,0,1,1,0
3,24,110,1,3199.2,1066,0,0,0,0,0,0.606349889,3047,27092,60149,77813,103321,0,71,4.7,0
3,30,366,1,14356.47,4787,1,1,1,1,2,0.604833423,9579,14334,30846,54016,177087,1,11,3.7,0
5,17,111,1,1480,296,0,0,0,0,0,0.261162803,643,926,1990,11418,21164,0,11,1.5,0
1.25,18,159,3,23508,18804,0,0,0,0,0,0.436694818,36500,53606,88596,157110,409168,0,3,2.3,0
3,18,101,3,7678,3838,1,0,1,0,2,0.389052184,7331,9859,11955,18157,31592,0,1,5,0
1.99,35,128,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,3,0
1.25,42,94,1,9598.2,7650,0,0,0,0,5,0.384435144,15610,23014,37484,62560,119322,0,68,4.4,0
1.25,22,199,1,20595.4,16472,0,0,0,0,3,0.436153111,32502,47040,76604,130582,363142,0,4,4,0
2.99,26,247,1,8296.45,2771,1,1,1,2,3,0.391578779,5344,7585,11804,25776,86055,0,4,4,0
3,24,109,1,4235.3,1582,0,1,0,2,0,0.468237841,5295,7365,13477,23340,41553,1,71,4.7,0
1.35,36,182,4,3269.25,2419,0,0,0,0,3,0.337475964,6310,8618,12610,24010,47447,0,3,5,0
1.25,22,199,1,20595.4,16472,0,0,0,0,0,0.436153111,32502,47040,76604,130582,363142,0,4,4,0
1.99,57,138,1,3107.52,1560,1,0,1,0,5,0.315976589,2968,3988,6553,11454,19733,0,47,4.2,0
1.99,33,203,1,2455.66,1234,0,0,0,0,2,0.357282659,1949,3068,7717,17074,31955,0,1,5,0
3,24,110,1,4939.3,1908,0,0,0,0,0,0.543640044,3268,4334,30360,69654,105714,0,71,4.7,0
3.5,26,247,1,15269.5,5087,0,0,0,0,3,0.517725775,9699,13849,17818,31679,62921,1,4,4,0
1.65,33,384,1,9343.2,6774,1,0,1,0,3,0.268350198,9366,12336,19007,47738,102383,0,103,4.8,0
3.5,26,247,1,47528,15412,1,1,1,2,3,0.533212259,24032,32104,47291,60022,94730,0,4,4,0
3,18,101,3,2043,681,0,0,0,0,2,-2.665134456,1318,2173,4092,14153,25702,0,1,5,0
1.5,22,199,1,13348,8896,0,0,0,0,3,0.430203959,16474,30292,101162,130462,379182,1,6,4.2,0
0.99,33,307,1,6222.48,6267,0,0,0,0,3,0,12132,17925,28403,48698,93894,1,4,3,0
2.25,33,244,1,8132.15,3587,0,0,0,0,0,0.355958413,7077,10484,16458,24344,85676,1,3,2.7,0
1.35,36,182,4,3594.45,2662,0,0,0,0,3,0.371786651,5458,8349,14233,26059,44435,0,3,5,0
2.99,26,247,1,7275.22,2433,0,0,0,0,3,0.422407242,5463,8234,13048,24595,82756,0,4,4,0
1,33,307,1,15799.5,15750,0,0,0,0,3,0,27716,38042,58448,76072,88968,0,1,1,0
1.35,37,165,4,6836.7,5062,1,1,1,2,3,0.36697663,9674,13698,21871,46380,83390,0,2,4.5,0
1.65,33,271,1,6595,4118,0,0,0,0,3,0.571605475,22212,42471,68038,90006,133345,0,103,4.8,0
2,30,324,1,5123.15,2561,1,1,1,2,2,0.448363012,5002,7784,11045,16947,41075,1,6,4.3,0
1.25,29,360,1,5115,4080,0,0,0,0,0,0.407511911,7975,11446,18979,29614,59392,0,2,5,0
1.25,28,101,3,9990,7992,0,0,0,0,4,0.417483256,15746,20187,27814,38840,58982,0,3,3,0
2.2,26,109,3,2860,1300,1,0,1,0,2,0.403529347,2666,3835,5670,9641,24437,0,1,5,0
1.65,33,271,1,10440.95,6837,1,0,1,0,3,0.516012958,11831,18624,38591,54673,137788,0,103,4.8,0
3.5,26,247,1,47528,15412,1,1,1,2,3,0.533212259,24032,32104,47291,60022,94730,0,4,4,0
2,37,221,1,3491,3491,0,0,0,0,5,0.557624468,8559,10099,11002,11347,11989,1,2,5,0
1.65,33,271,1,10371.95,6793,1,1,1,1,3,0.491891714,17712,26760,38571,65054,134030,0,103,4.8,0
1.25,24,220,1,11985,9588,0,1,0,1,2,0.339672341,19921,29853,49268,87732,162457,0,6,4.8,0
3.5,28,109,1,2394.5,729,0,0,0,0,2,0.438823211,1038,1384,4579,6937,7851,1,1,3,1
1.99,36,308,1,16653.67,8350,0,0,0,0,2,0.411667946,14982,22030,39372,73004,130392,0,2,4,0
3,30,366,1,13101,4367,1,1,1,1,2,0.577809742,11640,27064,52567,75344,127303,0,13,3.7,0
1.5,43,197,1,7124.6,4746,1,0,1,0,2,0.562207174,12098,27472,74020,148848,274028,0,6,4.2,0
0.99,33,531,1,5292.54,5326,1,1,1,2,3,0,11593,17458,28624,48567,93063,1,4,3,0
1.5,38,368,1,9695.3,6463,1,0,1,0,2,0.372678089,11940,14432,26371,42637,168012,0,7,4.8,0
1.99,33,244,1,9181.65,4599,0,0,0,0,4,0.301087447,19209,28057,38092,50782,74523,0,3,2.7,0
1.25,22,199,1,19597.3,15674,0,1,0,1,0,0.436143375,31012,47484,78052,136974,330850,0,4,4,0
1.99,33,244,1,4615.89,2307,0,0,0,0,0,0.336500279,6667,9287,15906,28173,59201,0,3,2.7,0
4,34,274,1,6061,1515,0,0,0,0,3,0.554708139,7106,21657,48762,82483,116692,0,92,4.6,0
1.99,33,203,1,4411.37,2216,0,0,0,0,2,0.319512941,4660,7155,12047,20348,37060,0,2,5,0
1.35,33,95,1,3064.2,2242,0,0,0,0,3,0.432740193,4699,9997,15225,25393,43732,1,5,4.6,0
1.25,22,199,1,21906.3,17520,0,0,0,0,3,0.443248769,34454,51128,79260,143448,262434,0,4,4,0
3.5,32,92,1,8477,2422,1,0,0,0,2,0.57635442,4456,6392,10657,17734,18237,0,3,5,0
1.25,44,87,4,822.5,658,1,0,0,0,3,0.444980168,1368,2085,3442,6234,9815,0,1,5,0
1.8,30,246,1,10219.8,6812,1,1,1,2,3,0.417168025,13298,28254,45345,84840,113560,0,3,5,0
1.25,25,110,1,10221,8173,0,1,0,1,0,0,16020,23453,35862,62679,129641,0,1,1,0
1.35,33,95,1,2748.6,2034,0,0,0,0,3,0.403705015,3657,4725,8631,21614,41203,0,6,4.7,0
1.25,25,110,1,8533,6819,0,1,0,1,0,0,12409,17970,30949,64601,125848,0,1,1,0
2,48,108,5,2644,1322,1,0,0,0,4,0.366471287,2700,4072,11068,16411,26299,0,32,4.4,0
2.5,41,342,1,10923.1,4369,1,0,1,0,3,0.432367874,8213,11566,16441,40920,58054,0,7,4.1,0
1.35,29,360,1,5771.55,4257,0,0,0,0,0,0.342678611,8020,14950,28105,55813,105730,0,3,5,0
1.25,18,441,1,68875,55088,0,0,0,0,3,0.43004807,100248,175002,226550,310048,463708,0,4,3,0
5,37,115,4,916,260,0,0,0,0,4,0.848339685,506,608,740,8612,14670,1,1,5,0
4,26,565,1,8341.9,2069,1,1,1,2,2,0.609976084,4402,9069,14176,22748,65361,0,5,4.2,0
1.5,43,197,1,21593.6,14300,1,0,1,0,3,0.45402736,28786,41630,57282,126556,241778,0,6,4.2,0
1.35,32,119,4,1211.1,892,0,0,0,0,3,0.38033365,1854,2744,4605,8376,14113,0,4,4,0
1.35,32,119,1,565.35,416,1,0,1,0,3,0.43301622,1078,2147,5548,9909,18129,0,4,4,0
3,24,110,1,3199.2,1066,0,1,0,2,0,0.606349889,3047,27092,60149,77813,103321,0,71,4.7,0
1.35,33,95,1,2730.65,2018,0,0,0,0,3,0.283839831,4318,6708,10891,18086,28937,0,1,5,0
3,30,366,1,13047,4349,0,0,0,0,2,-1.824095892,8716,13083,35780,70862,124792,1,13,3.7,0
1.25,18,159,3,21030.5,16820,0,0,0,0,0,0.526212873,32084,45478,80814,237026,395360,0,3,2.3,0
1.65,33,271,1,8305.95,5015,1,0,1,0,3,0.547921777,9144,15077,23150,39544,81089,1,103,4.8,0
5,17,111,1,1480,296,0,0,0,0,0,0.261162803,643,926,1990,11418,21164,0,11,1.5,0
2,37,221,1,3491,3491,0,0,0,0,5,0.557624468,8559,10099,11002,11347,11989,1,2,5,0
3.5,26,247,1,30170.72,8620,0,0,0,0,3,0.588725699,16692,26792,36491,45825,81561,0,4,4,0
1.35,29,360,1,11333.1,8387,0,0,0,0,0,0.318225428,16845,23805,31553,54179,110609,0,4,5,0
5,36,111,1,5934,1476,0,0,0,0,2,0.355604952,2843,3910,5533,28684,39057,0,13,1.7,0
5,17,109,1,4537,1133,0,0,0,0,0,0.414951322,2058,2951,4257,14459,19449,1,3,1.7,0
3.5,49,312,1,16480.5,5491,1,0,0,0,3,0.401288794,9660,12243,15287,44987,437832,0,10,4.9,0
1.35,37,165,4,6229.4,4612,0,0,0,0,3,0.319837454,8636,12739,21027,49238,81719,0,2,4.5,0
3,26,109,3,3085.37,1035,0,0,0,0,2,0.688094234,2743,4428,6469,7397,73220,0,1,5,0
1.5,33,384,1,4674.08,3116,1,1,1,2,3,0.448736547,7111,15656,29879,36549,106264,0,102,4.8,0
1.5,24,368,1,11678.7,7785,0,0,0,0,4,0.321661894,17081,25881,62801,168179,237496,1,7,4.8,0
1.25,18,441,1,9476,7576,0,0,0,0,3,0.435592017,25588,112882,213130,360758,522242,0,4,3,0
4,26,565,1,11252,2947,1,1,1,3,3,0.598450517,5016,7349,15495,24678,65715,0,5,4.2,0
1,33,307,1,6154.65,6153,1,0,1,0,3,0,12310,18382,30121,73840,119576,0,2,1,0
1.99,33,244,1,8370.04,4203,0,0,0,0,4,0.330872305,8208,12298,20070,34703,63822,0,3,2.7,0
1.5,28,502,1,4749.5,3166,0,0,0,0,4,0.451263328,6085,8772,12481,31704,73408,0,3,3,0
3.5,32,92,1,143647.5,71770,1,0,1,0,2,0.430475861,82589,91978,102788,111264,121025,0,3,5,0
3.5,49,312,1,5432,1552,1,0,1,0,4,0.142118011,4490,9164,36860,204663,455985,1,9,4.9,0
1.65,39,458,1,36039,21780,0,0,0,0,2,0.432643274,42442,57552,97000,121218,220504,1,5,3.4,0
3.5,32,92,1,149462,74524,1,0,1,0,2,0.405761027,146112,217882,238090,253356,266686,1,3,5,0
1,35,342,1,2342,2342,0,0,0,0,0,0,4431,6341,10458,15488,15495,0,1,1,0
1.8,30,246,1,10219.8,6812,1,1,1,2,3,0.417168025,13298,28254,45345,84840,113560,0,3,5,0
1.5,33,384,1,15107.7,11188,1,0,1,0,3,0.346585423,21409,30757,46499,65833,99123,0,102,4.8,0
1.25,36,182,4,2809.95,2245,0,0,0,0,3,0.345651036,4027,5813,10166,20270,37742,0,1,5,0
2.99,26,247,1,7350.28,2458,1,1,1,2,3,0.422431158,4891,7921,13265,23598,80127,0,4,4,0
5,17,109,1,3425,685,0,0,0,0,0,0.530531784,1897,2844,4294,7746,22179,1,4,1.5,0
1.35,33,95,1,2730.65,2018,0,0,0,0,3,0.283839831,4318,6708,10891,18086,28937,0,1,5,0
1.35,36,180,1,4431.7,3213,0,0,0,0,3,0.343478893,6187,8979,13600,22067,41290,1,3,5,0
1.25,24,220,1,12138.75,9711,0,0,0,0,0,-0.754406931,19438,28927,46569,84293,163503,0,6,4.8,0
1.25,18,441,1,26372,21094,0,0,0,0,3,1.449610083,40670,61946,101848,174048,323876,0,4,3,0
1.49,25,560,1,13378.23,8947,0,0,0,0,4,0,16640,22960,30657,57233,110331,0,5,3.4,0
1,35,342,1,2914.4,2906,0,0,0,0,0,0,5511,7857,12288,20345,23352,0,1,1,0
5,37,181,1,1372,392,0,0,0,0,4,0.411457319,700,988,1222,4062,13080,1,2,5,0
2.99,26,247,1,8056.53,2694,1,1,1,2,3,0.422468969,5152,7585,13386,22419,72721,0,4,4,0
1.65,33,384,1,4917.3,2970,0,0,0,0,3,0.390486321,6036,9641,17637,57941,98258,0,103,4.8,0
0.99,16,230,1,2436.21,2424,0,0,0,0,0,0.494156807,4730,7512,13621,20939,40445,0,5,4.6,0
1.25,22,199,1,18712.5,14964,0,0,0,0,3,0.457973506,29990,44322,68942,168842,356862,1,4,4,0
3,30,366,1,13101,4367,0,0,0,0,2,0.577809742,11640,27064,52567,75344,127303,0,13,3.7,0
1.99,36,308,1,13222,6632,0,0,0,0,2,0.282461142,13680,22562,38807,73700,123033,0,2,4,0
5,37,115,1,1862,532,0,0,0,0,4,0.459199197,800,880,1020,1216,1342,0,1,5,0
3,24,110,1,2496.72,1104,0,0,0,0,0,0.429898381,6706,12101,18896,47348,110230,1,72,4.7,0
3,24,111,1,12817,6405,0,0,0,0,0,0.401436915,12161,17125,23985,25519,28283,0,71,4.7,0
1.25,22,199,1,18712.5,14964,0,0,0,0,0,0.457973506,29990,44322,68942,168842,356862,1,4,4,0
2.2,26,109,3,3005.2,1366,1,0,1,0,2,0.403529347,2535,3540,5158,9367,24845,0,1,5,0
1.35,23,92,1,4255.65,3137,0,0,0,0,3,0.414078533,6078,9039,15311,25651,37419,0,4,4,0
0.99,33,571,1,2171.18,2193,1,0,1,0,3,0.331974206,3937,4831,9867,29855,50711,0,6,5,0
1.25,29,360,1,8130,6489,0,0,0,0,3,0.292498662,12577,18730,26589,42173,73748,0,2,5,0
0.99,26,182,1,1162.26,1174,1,1,1,2,3,0.560633918,2291,3624,6087,11018,21326,0,8,4.1,0
0.99,30,331,1,4630.69,4139,1,0,1,0,3,0.389016645,10207,16154,24716,38183,70655,1,6,4.7,0
1.8,30,246,1,9536.1,6356,1,1,1,1,2,0.454883892,10827,12971,17090,26427,65881,0,2,5,0
1.35,36,180,1,4466.4,3306,0,0,0,0,3,0.389055075,7270,10712,17274,22102,39552,1,3,5,0
1.25,22,199,1,52485,41976,0,1,0,1,0,0.428955012,81272,148316,194314,264386,396718,0,4,4,0
3.5,26,102,1,2182.1,623,0,0,0,0,3,0.458282446,1116,1371,2142,12323,180574,0,5,4.4,0
1.8,30,246,1,23050.8,14956,1,0,1,0,3,0.340572307,22372,32047,57321,85179,105250,0,3,5,0
1.8,30,246,1,9731.1,6486,1,1,1,1,2,0.417191152,21442,28858,57401,85309,109191,0,3,5,0
1.25,18,159,3,23508,18804,0,0,0,0,3,0.436694818,36500,53606,88596,157110,409168,0,3,2.3,0
1.35,27,186,1,2121,1549,0,0,0,0,2,0.533578791,4210,6111,10278,17842,32414,1,4,4,0
4,34,274,1,21503.5,6616,0,0,0,0,3,0.368325958,11886,16229,19890,57528,120820,1,92,4.6,0
1.35,36,182,4,3867.75,2864,0,0,0,0,0,0.371874861,5526,8322,14263,25931,45022,0,3,5,0
1.65,33,384,1,13336.15,9869,0,0,0,0,3,0.426030619,16643,19235,25271,46419,109376,0,103,4.8,0
5,17,109,1,1415,283,0,0,0,0,0,0.261162803,573,1347,4990,14237,22042,0,11,1.5,0
2,37,221,1,48,27,0,0,0,0,5,0.751163763,1276,5002,13561,16108,16784,0,2,5,0
0.99,33,156,1,1797.84,1816,1,1,1,2,2,0.477222365,3790,5482,12546,22526,68477,0,6,5,0
3,26,109,3,3078,1026,0,0,0,0,2,0.586480126,2718,6026,11702,16504,21361,0,1,5,0
5,36,111,1,5767,1261,1,0,0,0,3,0.433527914,2948,4424,6858,18094,41588,1,14,1.7,0
1.25,23,92,1,2482.85,1881,0,0,0,0,0,0.272735616,3700,5713,13773,26257,36898,0,3,3.7,1
1.35,33,433,1,11024.1,7600,1,0,1,0,3,0.3789964,15089,21670,34841,52327,128126,1,5,5,0
2,57,460,4,2644.55,1322,1,1,1,0,5,0.42146352,2445,3451,5454,9601,17073,0,47,4.2,0
5,36,111,1,3409,712,1,1,1,2,3,0.470299772,9613,17928,30990,32770,35591,1,12,1.4,0
5,17,111,1,2298,573,0,1,0,2,0,0.40503751,1107,1494,2137,4554,20249,0,11,1.5,0
1.8,30,246,1,7202.78,4293,1,0,1,0,3,0.437693875,11643,18329,25687,45680,124503,0,3,5,0
0.99,26,182,1,1265.33,1278,1,1,1,2,2,0.083896805,2545,3780,6263,10848,20483,0,7,4,0
1.35,42,74,1,13818.9,10216,0,0,0,0,5,0.429034868,20338,30078,48730,83996,145516,1,68,4.4,0
2,44,315,1,8386,4193,0,0,0,0,3,0,7049,7799,7800,7800,7800,1,1,5,0
3.5,26,102,1,4313.8,1402,0,0,0,0,3,0.383337529,2025,2518,3141,12461,178139,0,5,4.4,0
2,48,108,5,4242,2121,1,0,0,0,4,0.366076469,2421,2664,4650,9946,18211,0,32,4.4,0
3,30,366,1,13047,4349,1,1,1,1,2,-1.824095892,8716,13083,35780,70862,124792,1,13,3.7,0
1.5,33,384,1,10123.95,7496,0,0,0,0,3,0.168940575,13546,16458,22081,36599,76666,0,102,4.8,0
1,16,331,1,3576.3,3573,0,0,0,0,0,0.514124745,7456,10810,15540,25330,44100,0,5,4.6,0
1.25,42,94,1,9296,7424,0,0,0,0,5,0.390956166,14620,21982,35562,63032,105608,0,68,4.4,0
5,38,325,4,9057,2586,0,0,0,0,5,0.425571689,4470,6124,9186,11070,16032,0,123,4.6,0
0.99,26,607,1,999.9,1010,0,0,0,0,0,-0.029353477,2683,4500,9518,15939,27629,1,8,4.1,0
4,34,274,1,21503.5,6616,1,1,1,1,4,0.368325958,11886,16229,19890,57528,120820,1,92,4.6,0
1.25,24,220,1,12088.75,9671,0,0,0,0,0,-0.754406931,19705,28697,48135,82925,162481,0,6,4.8,0
1.25,25,110,1,10051,8037,0,0,0,0,0,0,16361,24754,40439,59211,129452,1,1,1,0
1.25,36,182,4,2809.95,2245,0,0,0,0,0,0.345651036,4027,5813,10166,20270,37742,0,1,5,0
3,24,109,1,4296.3,1432,0,1,0,2,0,0.337406721,2970,4552,10335,23658,42025,0,71,4.7,0
3.5,23,289,4,16428,5472,0,0,0,0,3,0.316042257,10393,14226,18272,34447,74666,0,91,4.6,0
1,33,156,1,1995.41,2010,1,1,1,2,2,0.489323079,4015,6019,9660,14971,29649,0,6,5,0
1.35,42,74,1,14499.3,10736,0,0,0,0,5,0.428129566,20952,31074,50118,87146,148162,1,68,4.4,0
3,24,109,1,8393,4194,0,1,0,2,0,0.314227703,7749,11067,13898,47747,91406,1,71,4.7,0
0.99,35,371,1,3269.31,3291,0,0,0,0,0,0,7008,9788,13953,25188,45948,0,6,4.2,0
5,38,325,4,5792,1654,0,0,0,0,5,0.42548862,3488,4716,6078,7196,12438,0,123,4.6,0
5,17,109,1,1735,347,0,0,0,0,0,0.261162803,630,920,2764,13051,21603,0,11,1.5,0
1.99,33,244,1,8150.02,4090,0,0,0,0,4,-0.046122081,8096,11862,19310,33109,63676,0,3,2.7,0
1.65,33,271,1,3236.75,1939,1,0,1,0,3,0.580482883,6057,24151,58087,85054,128510,0,103,4.8,0
1.25,25,110,1,13288.25,10610,0,0,0,0,4,0,19373,28159,46692,82463,147728,0,3,2.3,0
1.8,30,324,1,5775.67,2993,1,1,1,2,3,0.511771339,7517,14052,23256,34861,76287,0,4,5,0
1.25,37,165,4,14909.25,11889,0,0,0,0,3,0.344347526,15275,18434,23125,35668,58775,0,1,4,0
1.25,42,94,1,9301.5,7404,0,0,0,0,5,0.385225852,14852,21874,33658,61782,117390,0,68,4.4,0
1.5,33,384,1,10156.25,8120,1,0,1,0,3,0.339795198,14083,16931,24042,49681,111218,0,102,4.8,0
3,31,96,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,4,0
1,16,230,1,3885.25,3883,0,0,0,0,0,0.491903226,7237,9661,14749,23249,42447,0,5,4.6,0
1,35,342,1,3642,3642,0,0,0,0,0,0,6928,10061,15685,25884,39030,0,4,4,0
3.5,28,109,1,2499,714,1,1,1,2,2,0.486390311,2270,4249,6721,10571,13843,1,1,3,0
2.99,26,247,1,7275.22,2433,1,1,1,2,3,0.422407242,5463,8234,13048,24595,82756,0,4,4,0
3,26,109,3,3085.37,1035,0,0,0,0,2,0.688094234,2743,4428,6469,7397,73220,0,1,5,0
1.65,43,197,1,25946.5,15634,1,0,1,0,2,0.445800956,30388,44688,72018,110396,255692,1,6,4.2,0
1.25,42,94,1,7250.5,5780,0,0,0,0,5,0.384310059,13292,20700,35320,62896,106284,1,68,4.4,0
1.25,24,220,1,11985,9588,0,0,0,0,4,0.339672341,19921,29853,49268,87732,162457,0,6,4.8,0
3.5,49,110,1,6111,1746,0,0,0,0,2,0.441536236,3839,6579,11232,13462,106162,0,7,5,0
0.99,30,331,1,6019.86,6068,1,0,1,0,3,0.337667863,12015,17014,22269,34324,69249,0,6,4.7,0
1.35,42,74,1,15497.2,11468,0,0,0,0,5,0.42847317,21828,32468,51484,76358,166768,0,68,4.4,0
1.25,42,94,1,9296,7424,0,0,0,0,5,0.390956166,14620,21982,35562,63032,105608,0,68,4.4,0
3.5,26,247,1,15269.5,5087,1,1,1,2,3,0.517725775,9699,13849,17818,31679,62921,1,4,4,0
1.25,22,199,1,19597.3,15674,0,0,0,0,0,0.436143375,31012,47484,78052,136974,330850,0,4,4,0
1.25,37,165,4,5291.6,4070,0,0,0,0,3,0.293394465,8288,12363,28579,54933,78187,0,1,4,0
2,30,324,1,8838,4418,1,0,1,0,3,0.39957537,8672,11965,17266,27437,54686,1,6,4.3,0
1.5,33,384,1,11075.4,8201,1,1,1,2,3,0.168887365,15697,21747,27535,37822,80872,0,102,4.8,0
5,38,325,4,9057,2586,0,0,0,0,5,0.425571689,4470,6124,9186,11070,16032,0,123,4.6,0
0.99,26,182,1,1606.77,1623,1,1,1,2,2,0.521391248,3281,4692,7318,12231,22457,0,8,4.1,0
1.25,28,101,3,2326.25,1861,0,0,0,0,4,0.50233644,3505,4419,7573,19408,48197,0,3,3,0
1.25,42,94,1,9286.5,7408,0,0,0,0,5,0.383900172,14832,22028,36504,63850,107186,1,68,4.4,0
1.5,24,368,1,13945.9,9296,0,0,0,0,4,0.321684614,18096,27233,87617,162399,240044,1,7,4.8,0
1.35,42,94,1,12484.2,9232,0,0,0,0,5,0.428866999,18252,25838,42138,71886,133222,0,68,4.4,0
2,30,324,1,2458.8,1229,1,1,1,2,2,0.47174264,1968,3661,7968,22624,45554,0,6,4.3,0
1.35,29,433,1,12336.75,9135,0,0,0,0,3,0.412276343,17082,24848,41013,75897,120161,1,4,5,0
1.25,22,199,1,22556.5,18042,0,0,0,0,0,0.429326009,36676,53956,135228,266762,406378,0,5,4,0
3,24,109,1,29277,14592,0,1,0,2,0,0.200521991,16373,18054,21134,30037,52023,0,71,4.7,0
1.25,33,95,1,1780.75,1409,0,0,0,0,3,0.329226279,2834,4232,7049,12089,20674,1,1,5,0
2,41,342,1,7329.8,3125,1,0,1,0,2,0.394953534,4875,7618,19402,36518,60822,0,6,4.2,0
1.5,33,384,1,6671.62,4447,1,0,1,0,3,0.377468497,13994,25182,44751,74039,101391,0,102,4.8,0
1.65,38,368,1,11996.9,7270,0,0,0,0,3,0.34415956,15385,24184,39581,57815,102929,1,7,4.8,0
1.5,18,458,1,22120.4,14744,0,0,0,0,3,0.450123286,21658,24068,29552,87146,220888,0,4,3,0
1.25,29,360,1,7461.7,5955,0,0,0,0,3,0.292569111,12444,18532,28754,43713,76010,0,2,5,0
1.25,27,203,1,4003.65,3184,0,0,0,0,2,0.232074155,6556,9986,16477,26718,46171,0,3,3.7,0
1.35,37,165,4,6229.4,4612,0,0,0,0,3,0.319837454,8636,12739,21027,49238,81719,0,2,4.5,0
3,18,101,3,3137.96,1048,1,0,1,0,2,0.629135921,2096,3171,6839,11950,65659,1,1,5,0
1.25,22,199,1,17919.2,14332,0,1,0,1,0,0.570292264,27356,38952,70904,208208,351696,0,4,4,0
1.65,18,458,1,36039,21780,0,0,0,0,0,0.432643274,42442,57552,97000,121218,220504,1,5,3.4,0
1,33,156,1,2004,2004,1,0,1,0,3,0.496720255,3856,5645,9265,14491,28630,0,6,5,0
2.99,26,247,1,7350.28,2458,1,1,1,2,3,0.422431158,4891,7921,13265,23598,80127,0,4,4,0
3.5,23,274,1,19661.6,6241,0,0,0,0,3,0.344924381,11467,14860,21048,34267,68473,1,92,4.6,0
2.2,30,366,1,12405.8,5639,1,1,1,1,2,0.428033103,11133,15483,22105,38194,105095,0,13,3.7,0
1.5,33,384,1,10685.75,8545,1,0,1,0,3,0.338751118,16557,22768,27972,58510,111099,1,102,4.8,0
1.25,27,203,1,3159.75,2516,0,0,0,0,2,0.336938405,5078,7556,12292,21111,33701,1,1,1,0
1.25,24,220,1,10560,8448,0,0,0,0,0,0.370366,16107,24367,46172,86146,167519,0,6,4.8,0
3.5,31,98,1,4826.5,2183,0,0,0,0,4,0.343345331,3133,3792,5156,7978,8395,0,1,5,0
2.99,26,247,1,6980.16,2328,0,0,0,0,3,0.405490815,4239,6667,12532,22493,44655,0,4,4,0
3.5,31,98,1,8205,4101,0,0,0,0,4,0.431711965,9321,13366,18644,21617,24856,0,2,5,0
1.5,33,384,1,2007.16,1338,1,0,1,0,3,0.401959319,1466,10525,45726,66380,112035,0,102,4.8,0
1.65,39,458,1,30532.5,18442,0,0,0,0,2,0.432956057,40222,60884,97196,139510,223104,0,5,3.4,0
3,18,101,3,3122.86,1048,0,0,0,0,2,0.627342677,2123,3959,7250,13467,98935,1,1,5,0
2,30,324,1,5036.6,2518,1,0,1,0,3,0.528148663,5375,8007,15524,32139,65551,1,6,4.3,0
5,38,230,1,1370,274,0,0,0,0,5,0.608171896,562,774,1290,10642,19126,0,123,4.6,0
1.35,23,92,1,4314.1,3193,0,0,0,0,0,0.289502233,7040,8921,12753,30000,40280,0,3,3.7,0
1,33,307,1,15799.5,15750,0,0,0,0,3,0,27716,38042,58448,76072,88968,0,1,1,0
3.5,26,565,1,9075.9,2593,1,1,1,3,3,0.49674275,5154,8681,18190,28726,50740,1,5,4.2,0
1.65,33,271,1,12221.1,9048,1,1,1,1,3,0.425622563,17122,20859,25130,81278,123552,1,103,4.8,0
3,30,366,1,18222,7273,0,0,0,0,2,0.494469913,22697,37471,52987,79046,128067,0,13,3.7,0
1.25,18,441,1,22519.5,18012,0,1,0,1,0,0.430037832,105306,160394,280308,374684,531590,0,4,3,0
3,24,109,1,4933.15,2070,0,1,0,2,0,0.402633104,3617,8182,15393,24056,67609,1,71,4.7,0
1.35,42,94,1,12251.4,9020,0,0,0,0,5,0.431378869,16606,25094,41032,70036,132522,0,68,4.4,0
1.35,29,433,1,11948.85,8850,0,0,0,0,3,0.361563334,18039,26426,41844,64198,113553,1,4,5,0
0.99,26,182,1,3223.44,3256,1,1,1,2,2,0.730556885,5520,8848,24872,55512,87259,0,5,4.4,0
1.25,24,220,1,12533.75,10027,0,0,0,0,4,0.346945661,19887,28939,48860,88241,159721,0,6,4.8,0
1.99,33,203,1,4964.57,2495,0,0,0,0,2,-0.119359208,4892,7387,11565,19205,36728,0,2,5,0
1.65,33,271,1,19026.35,13677,1,0,1,0,3,0.506817413,25567,30582,40644,55951,99502,1,103,4.8,0
3,24,109,1,14525,7260,0,1,0,2,0,0.342309113,26508,44907,74493,81035,103261,0,71,4.7,0
3.5,23,274,1,35805.55,11124,0,0,0,0,3,0.474811897,24566,30262,44845,66685,93443,1,92,4.6,0
1.35,33,95,1,7156.5,5298,0,0,0,0,3,0.409472229,7965,10526,15556,25753,43212,1,5,4.6,0
